Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
603271.SH,永杰新材,有色金属,一级行业
603213.SH,镇洋发展,基础化工,一级行业
603156.SH,养元饮品,食品饮料,一级行业
603179.SH,新泉股份,汽车,一级行业
603191.SH,望变电气,电力设备,一级行业
603171.SH,税友股份,计算机,一级行业
603279.SH,景津装备,机械设备,一级行业
603233.SH,大参林,医药生物,一级行业
603256.SH,宏和科技,建筑材料,一级行业
603227.SH,雪峰科技,基础化工,一级行业
603162.SH,海通发展,交通运输,一级行业
603185.SH,弘元绿能,电力设备,一级行业
603239.SH,浙江仙通,汽车,一级行业
603262.SH,技源集团,食品饮料,一级行业
603218.SH,日月股份,电力设备,一级行业
603199.SH,九华旅游,社会服务,一级行业
603210.SH,泰鸿万立,汽车,一级行业
603194.SH,中力股份,机械设备,一级行业
603230.SH,内蒙新华,传媒,一级行业
603276.SH,恒兴新材,基础化工,一级行业
603207.SH,小方制药,医药生物,一级行业
603188.SH,亚邦股份,基础化工,一级行业
603259.SH,药明康德,医药生物,一级行业
603180.SH,金牌家居,轻工制造,一级行业
603167.SH,渤海轮渡,交通运输,一级行业
603160.SH,汇顶科技,电子,一级行业
603267.SH,鸿远电子,国防军工,一级行业
603238.SH,诺邦股份,纺织服饰,一级行业
603219.SH,富佳股份,家用电器,一级行业
603211.SH,晋拓股份,汽车,一级行业
603173.SH,福斯达,机械设备,一级行业
603193.SH,润本股份,美容护理,一级行业
603231.SH,索宝蛋白,农林牧渔,一级行业
603225.SH,新凤鸣,基础化工,一级行业
603273.SH,天元智能,机械设备,一级行业
603202.SH,天有为,汽车,一级行业
603258.SH,电魂网络,传媒,一级行业
603187.SH,海容冷链,机械设备,一级行业
603168.SH,莎普爱思,医药生物,一级行业
603270.SH,金帝股份,机械设备,一级行业
603222.SH,济民健康,医药生物,一级行业
603216.SH,梦天家居,轻工制造,一级行业
603159.SH,上海亚虹,机械设备,一级行业
603176.SH,汇通集团,建筑装饰,一级行业
603205.SH,健尔康,医药生物,一级行业
603278.SH,大业股份,机械设备,一级行业
603196.SH,璞源材料,纺织服饰,一级行业
603165.SH,荣晟环保,轻工制造,一级行业
603236.SH,移远通信,通信,一级行业
603182.SH,嘉华股份,农林牧渔,一级行业
603217.SH,元利科技,基础化工,一级行业
603261.SH,立航科技,国防军工,一级行业
603198.SH,迎驾贡酒,食品饮料,一级行业
603269.SH,海鸥股份,机械设备,一级行业
603175.SH,超颖电子,电子,一级行业
603195.SH,公牛集团,轻工制造,一级行业
603208.SH,江山欧派,轻工制造,一级行业
603189.SH,*ST网达,计算机,一级行业
603200.SH,上海洗霸,环保,一级行业
603223.SH,恒通股份,石油石化,一级行业
603275.SH,众辰科技,机械设备,一级行业
603181.SH,皇马科技,基础化工,一级行业
603166.SH,福达股份,汽车,一级行业
603266.SH,天龙股份,汽车,一级行业
603220.SH,中贝通信,通信,一级行业
603214.SH,爱婴室,商贸零售,一级行业
603190.SH,亚通精工,汽车,一级行业
603178.SH,圣龙股份,汽车,一级行业
603255.SH,鼎际得,基础化工,一级行业
603170.SH,宝立食品,食品饮料,一级行业
603203.SH,快克智能,机械设备,一级行业
603228.SH,景旺电子,电子,一级行业
603272.SH,*ST联翔,轻工制造,一级行业
603163.SH,圣晖集成,建筑装饰,一级行业
603158.SH,腾龙股份,汽车,一级行业
603183.SH,建研院,社会服务,一级行业
603221.SH,爱丽家居,轻工制造,一级行业
603215.SH,比依股份,家用电器,一级行业
603177.SH,德创环保,环保,一级行业
603248.SH,锡华科技,电力设备,一级行业
603229.SH,奥翔药业,医药生物,一级行业
603206.SH,嘉环科技,通信,一级行业
603277.SH,银都股份,机械设备,一级行业
603235.SH,天新药业,基础化工,一级行业
603161.SH,科华控股,汽车,一级行业
603268.SH,松发股份,国防军工,一级行业
603237.SH,五芳斋,食品饮料,一级行业
603212.SH,赛伍技术,电力设备,一级行业
603155.SH,新亚强,基础化工,一级行业
603197.SH,保隆科技,汽车,一级行业
603192.SH,汇得科技,基础化工,一级行业
603172.SH,万丰股份,基础化工,一级行业
603257.SH,中国瑞林,建筑装饰,一级行业
603232.SH,格尔软件,计算机,一级行业
603209.SH,兴通股份,交通运输,一级行业
603226.SH,菲林格尔,轻工制造,一级行业
603260.SH,合盛硅业,基础化工,一级行业
603201.SH,常润股份,汽车,一级行业
603186.SH,华正新材,电子,一级行业
603169.SH,兰石重装,机械设备,一级行业
