Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
600803.SH,新奥股份,公用事业,一级行业
600826.SH,兰生股份,社会服务,一级行业
600855.SH,航天长峰,国防军工,一级行业
600798.SH,宁波海运,交通运输,一级行业
600884.SH,杉杉股份,电力设备,一级行业
600906.SH,财达证券,非银金融,一级行业
600861.SH,北京人力,社会服务,一级行业
600835.SH,上海机电,机械设备,一级行业
600858.SH,银座股份,商贸零售,一级行业
600800.SH,渤海化学,石油石化,一级行业
600909.SH,华安证券,非银金融,一级行业
600873.SH,梅花生物,基础化工,一级行业
600869.SH,远东股份,电力设备,一级行业
600901.SH,江苏金租,非银金融,一级行业
600926.SH,杭州银行,银行,一级行业
600795.SH,国电电力,公用事业,一级行业
600841.SH,动力新科,汽车,一级行业
600887.SH,伊利股份,食品饮料,一级行业
600817.SH,宇通重工,环保,一级行业
600866.SH,星湖科技,基础化工,一级行业
600838.SH,上海九百,商贸零售,一级行业
600820.SH,隧道股份,建筑装饰,一级行业
600893.SH,航发动力,国防军工,一级行业
600876.SH,凯盛新能,建筑材料,一级行业
600824.SH,益民集团,商贸零售,一级行业
600834.SH,申通地铁,交通运输,一级行业
600882.SH,妙可蓝多,食品饮料,一级行业
600908.SH,无锡银行,银行,一级行业
600818.SH,ST中路,汽车,一级行业
600863.SH,华能蒙电,公用事业,一级行业
600917.SH,重庆燃气,公用事业,一级行业
600821.SH,金开新能,公用事业,一级行业
600879.SH,航天电子,国防军工,一级行业
600829.SH,人民同泰,医药生物,一级行业
600846.SH,同济科技,建筑装饰,一级行业
600854.SH,春兰股份,家用电器,一级行业
600871.SH,石化油服,石油石化,一级行业
600812.SH,华北制药,医药生物,一级行业
600797.SH,浙大网新,计算机,一级行业
600903.SH,贵州燃气,公用事业,一级行业
600815.SH,厦工股份,机械设备,一级行业
600900.SH,长江电力,公用事业,一级行业
600843.SH,上工申贝,机械设备,一级行业
600885.SH,宏发股份,电力设备,一级行业
600860.SH,京城股份,机械设备,一级行业
600809.SH,山西汾酒,食品饮料,一级行业
600857.SH,宁波中百,商贸零售,一级行业
600801.SH,华新建材,建筑材料,一级行业
600851.SH,海欣股份,医药生物,一级行业
600874.SH,创业环保,环保,一级行业
600880.SH,博瑞传播,社会服务,一级行业
600868.SH,梅雁吉祥,公用事业,一级行业
600925.SH,苏能股份,煤炭,一级行业
600794.SH,保税科技,交通运输,一级行业
600839.SH,四川长虹,家用电器,一级行业
600888.SH,新疆众和,有色金属,一级行业
600816.SH,建元信托,非银金融,一级行业
600865.SH,百大集团,商贸零售,一级行业
600894.SH,广日股份,机械设备,一级行业
600919.SH,江苏银行,银行,一级行业
600827.SH,百联股份,商贸零售,一级行业
600802.SH,福建水泥,建筑材料,一级行业
600877.SH,电科芯片,电子,一级行业
600831.SH,广电网络,传媒,一级行业
600848.SH,上海临港,房地产,一级行业
600810.SH,神马股份,基础化工,一级行业
600883.SH,博闻科技,农林牧渔,一级行业
600905.SH,三峡能源,公用事业,一级行业
600845.SH,宝信软件,计算机,一级行业
600862.SH,中航高科,国防军工,一级行业
600916.SH,中国黄金,纺织服饰,一级行业
600807.SH,济高发展,综合,一级行业
600859.SH,王府井,商贸零售,一级行业
600897.SH,厦门空港,交通运输,一级行业
600805.SH,悦达投资,综合,一级行业
600830.SH,香溢融通,非银金融,一级行业
600828.SH,茂业商业,商贸零售,一级行业
600847.SH,万里股份,电力设备,一级行业
600853.SH,龙建股份,建筑装饰,一级行业
600872.SH,中炬高新,食品饮料,一级行业
600927.SH,永安期货,非银金融,一级行业
600796.SH,钱江生化,环保,一级行业
600814.SH,杭州解百,商贸零售,一级行业
600886.SH,国投电力,公用事业,一级行业
600867.SH,通化东宝,医药生物,一级行业
600892.SH,大晟文化,传媒,一级行业
600844.SH,金煤科技,基础化工,一级行业
600808.SH,马钢股份,钢铁,一级行业
600793.SH,宜宾纸业,轻工制造,一级行业
600875.SH,东方电气,电力设备,一级行业
600825.SH,新华传媒,传媒,一级行业
600850.SH,电科数字,计算机,一级行业
600881.SH,亚泰集团,综合,一级行业
600833.SH,第一医药,医药生物,一级行业
600864.SH,哈投股份,非银金融,一级行业
600889.SH,*ST京化,机械设备,一级行业
600819.SH,耀皮玻璃,建筑材料,一级行业
600918.SH,中泰证券,非银金融,一级行业
600822.SH,上海物贸,汽车,一级行业
600895.SH,张江高科,房地产,一级行业
