Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
600643.SH,爱建集团,非银金融,一级行业
600666.SH,奥瑞德,计算机,一级行业
600557.SH,康缘药业,医药生物,一级行业
600620.SH,天宸股份,综合,一级行业
600572.SH,康恩贝,医药生物,一级行业
600563.SH,法拉电子,电子,一级行业
600586.SH,金晶科技,建筑材料,一级行业
600592.SH,龙溪股份,机械设备,一级行业
600617.SH,国新能源,公用事业,一级行业
600657.SH,信达地产,房地产,一级行业
600577.SH,精达股份,电力设备,一级行业
600661.SH,昂立教育,社会服务,一级行业
600552.SH,凯盛科技,电子,一级行业
600598.SH,北大荒,农林牧渔,一级行业
600605.SH,汇通能源,商贸零售,一级行业
600640.SH,国脉文化,传媒,一级行业
600626.SH,申达股份,汽车,一级行业
600566.SH,济川药业,医药生物,一级行业
600623.SH,华谊集团,基础化工,一级行业
600602.SH,云赛智联,计算机,一级行业
600583.SH,海油工程,石油石化,一级行业
600637.SH,东方明珠,传媒,一级行业
600654.SH,中安科,计算机,一级行业
600580.SH,卧龙电驱,电力设备,一级行业
600549.SH,厦门钨业,有色金属,一级行业
600559.SH,老白干酒,食品饮料,一级行业
600606.SH,绿地控股,房地产,一级行业
600645.SH,中源协和,医药生物,一级行业
600664.SH,哈药股份,医药生物,一级行业
600551.SH,时代出版,传媒,一级行业
600648.SH,外高桥,房地产,一级行业
600622.SH,光大嘉宝,房地产,一级行业
600603.SH,广汇物流,交通运输,一级行业
600594.SH,益佰制药,医药生物,一级行业
600588.SH,用友网络,计算机,一级行业
600651.SH,飞乐音响,汽车,一级行业
600619.SH,海立股份,家用电器,一级行业
600611.SH,大众交通,交通运输,一级行业
600579.SH,中化装备,机械设备,一级行业
600596.SH,新安股份,基础化工,一级行业
600642.SH,申能股份,公用事业,一级行业
600667.SH,太极实业,建筑装饰,一级行业
600571.SH,信雅达,计算机,一级行业
600628.SH,新世界,商贸零售,一级行业
600600.SH,青岛啤酒,食品饮料,一级行业
600673.SH,东阳光,综合,一级行业
600568.SH,ST中珠,医药生物,一级行业
600585.SH,海螺水泥,建筑材料,一级行业
600560.SH,金自天正,机械设备,一级行业
600639.SH,浦东金桥,房地产,一级行业
600576.SH,祥源文旅,社会服务,一级行业
600610.SH,中毅达,基础化工,一级行业
600604.SH,市北高新,房地产,一级行业
600662.SH,外服控股,社会服务,一级行业
600624.SH,ST复华,医药生物,一级行业
600567.SH,山鹰国际,轻工制造,一级行业
600601.SH,方正科技,电子,一级行业
600582.SH,天地科技,机械设备,一级行业
600630.SH,龙头股份,纺织服饰,一级行业
600653.SH,申华控股,汽车,一级行业
600613.SH,神奇制药,医药生物,一级行业
600556.SH,天下秀,传媒,一级行业
600573.SH,惠泉啤酒,食品饮料,一级行业
600609.SH,金杯汽车,汽车,一级行业
600644.SH,乐山电力,公用事业,一级行业
600665.SH,天地源,房地产,一级行业
600650.SH,锦江在线,交通运输,一级行业
600593.SH,大连圣亚,社会服务,一级行业
600587.SH,新华医疗,医药生物,一级行业
600616.SH,金枫酒业,食品饮料,一级行业
600562.SH,国睿科技,国防军工,一级行业
600633.SH,浙数文化,传媒,一级行业
600658.SH,电子城,房地产,一级行业
600671.SH,天目药业,医药生物,一级行业
600612.SH,老凤祥,纺织服饰,一级行业
600635.SH,大众公用,公用事业,一级行业
600660.SH,福耀玻璃,汽车,一级行业
600578.SH,京能电力,公用事业,一级行业
600597.SH,光明乳业,食品饮料,一级行业
600570.SH,恒生电子,计算机,一级行业
600641.SH,先导基电,电子,一级行业
600668.SH,尖峰集团,建筑材料,一级行业
600629.SH,华建集团,建筑装饰,一级行业
600590.SH,泰豪科技,电力设备,一级行业
600569.SH,安阳钢铁,钢铁,一级行业
600584.SH,长电科技,电子,一级行业
600561.SH,江西长运,交通运输,一级行业
600615.SH,鑫源智造,有色金属,一级行业
600638.SH,新黄浦,房地产,一级行业
600655.SH,豫园股份,商贸零售,一级行业
600581.SH,*ST八钢,钢铁,一级行业
600575.SH,淮河能源,公用事业,一级行业
600558.SH,大西洋,机械设备,一级行业
600550.SH,保变电气,电力设备,一级行业
600649.SH,城投控股,房地产,一级行业
600663.SH,陆家嘴,房地产,一级行业
600589.SH,大位科技,计算机,一级行业
600621.SH,华鑫股份,非银金融,一级行业
600595.SH,中孚实业,有色金属,一级行业
600618.SH,氯碱化工,基础化工,一级行业
