Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
688257.SH,新锐股份,机械设备,一级行业
688234.SH,天岳先进,电子,一级行业
688314.SH,康拓医疗,医药生物,一级行业
688320.SH,禾川科技,机械设备,一级行业
688286.SH,敏芯股份,电子,一级行业
688308.SH,欧科亿,机械设备,一级行业
688343.SH,云天励飞-U,计算机,一级行业
688328.SH,深科达,机械设备,一级行业
688305.SH,科德数控,机械设备,一级行业
688248.SH,南网科技,电力设备,一级行业
688292.SH,浩瀚深度,计算机,一级行业
688311.SH,盟升电子,国防军工,一级行业
688334.SH,西高院,社会服务,一级行业
688260.SH,昀冢科技,电子,一级行业
688281.SH,华秦科技,国防军工,一级行业
688275.SH,万润新能,电力设备,一级行业
688237.SH,超卓航科,国防军工,一级行业
688325.SH,赛微微电,电子,一级行业
688331.SH,荣昌生物,医药生物,一级行业
688268.SH,华特气体,电子,一级行业
688289.SH,圣湘生物,医药生物,一级行业
688300.SH,联瑞新材,基础化工,一级行业
688295.SH,中复神鹰,基础化工,一级行业
688339.SH,亿华通-U,电力设备,一级行业
688316.SH,青云科技-U,计算机,一级行业
688259.SH,创耀科技,电子,一级行业
688278.SH,特宝生物,医药生物,一级行业
688251.SH,井松智能,计算机,一级行业
688290.SH,景业智能,机械设备,一级行业
688322.SH,奥比中光-W,电子,一级行业
688236.SH,春立医疗,医药生物,一级行业
688271.SH,联影医疗,医药生物,一级行业
688298.SH,东方生物,医药生物,一级行业
688265.SH,南模生物,医药生物,一级行业
688313.SH,仕佳光子,通信,一级行业
688319.SH,欧林生物,医药生物,一级行业
688336.SH,三生国健,医药生物,一级行业
688256.SH,寒武纪,电子,一级行业
688239.SH,航宇科技,国防军工,一级行业
688327.SH,云从科技-UW,计算机,一级行业
688231.SH,隆达股份,有色金属,一级行业
688302.SH,海创药业-U,医药生物,一级行业
688293.SH,奥浦迈,医药生物,一级行业
688228.SH,开普云,计算机,一级行业
688262.SH,国芯科技,电子,一级行业
688333.SH,铂力特,机械设备,一级行业
688282.SH,理工导航,国防军工,一级行业
688276.SH,百克生物,医药生物,一级行业
688253.SH,英诺特,医药生物,一级行业
688238.SH,和元生物,医药生物,一级行业
688230.SH,芯导科技,电子,一级行业
688244.SH,永信至诚,计算机,一级行业
688330.SH,宏力达,电力设备,一级行业
688273.SH,麦澜德,医药生物,一级行业
688267.SH,中触媒,基础化工,一级行业
688301.SH,奕瑞科技,医药生物,一级行业
688296.SH,和达科技,计算机,一级行业
688229.SH,博睿数据,计算机,一级行业
688338.SH,赛科希德,医药生物,一级行业
688233.SH,神工股份,电子,一级行业
688258.SH,卓易信息,计算机,一级行业
688315.SH,诺禾致源,医药生物,一级行业
688285.SH,高铁电气,机械设备,一级行业
688279.SH,峰岹科技,电子,一级行业
688321.SH,微芯生物,医药生物,一级行业
688307.SH,中润光学,电子,一级行业
688270.SH,ST臻镭,电子,一级行业
688247.SH,宣泰医药,医药生物,一级行业
688291.SH,金橙子,计算机,一级行业
688335.SH,复洁科技,环保,一级行业
688299.SH,长阳科技,电子,一级行业
688310.SH,迈得医疗,机械设备,一级行业
688318.SH,财富趋势,计算机,一级行业
688255.SH,凯尔达,机械设备,一级行业
688280.SH,精进电动-W,汽车,一级行业
688288.SH,鸿泉技术,计算机,一级行业
688326.SH,经纬恒润-W,计算机,一级行业
688232.SH,新点软件,计算机,一级行业
688329.SH,艾隆科技,机械设备,一级行业
688345.SH,博力威,电力设备,一级行业
688269.SH,凯立新材,基础化工,一级行业
688303.SH,大全能源,电力设备,一级行业
688246.SH,嘉和美康,计算机,一级行业
688227.SH,品高股份,计算机,一级行业
688261.SH,东微半导,电子,一级行业
688332.SH,中科蓝讯,电子,一级行业
688283.SH,坤恒顺维,通信,一级行业
688317.SH,之江生物,医药生物,一级行业
688235.SH,百济神州,医药生物,一级行业
688277.SH,天智航-U,医药生物,一级行业
688252.SH,天德钰,电子,一级行业
688323.SH,瑞华泰,基础化工,一级行业
688309.SH,恒誉科技,环保,一级行业
688272.SH,富吉瑞,国防军工,一级行业
688306.SH,均普智能,机械设备,一级行业
688297.SH,中无人机,国防军工,一级行业
688249.SH,晶合集成,电子,一级行业
688266.SH,泽璟制药-U,医药生物,一级行业
688312.SH,燕麦科技,机械设备,一级行业
688337.SH,普源精电,机械设备,一级行业
