Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
688389.SH,普门科技,医药生物,一级行业
688400.SH,凌云光,机械设备,一级行业
688366.SH,昊海生科,医药生物,一级行业
688498.SH,源杰科技,电子,一级行业
688381.SH,帝奥微,电子,一级行业
688475.SH,萤石网络,计算机,一级行业
688372.SH,伟测科技,电子,一级行业
688443.SH,智翔金泰-U,医药生物,一级行业
688466.SH,金科环境,环保,一级行业
688395.SH,正弦电气,机械设备,一级行业
688357.SH,建龙微纳,基础化工,一级行业
688489.SH,三未信安,计算机,一级行业
688500.SH,慧辰股份,计算机,一级行业
688390.SH,固德威,电力设备,一级行业
688449.SH,联芸科技,电子,一级行业
688508.SH,芯朋微,电子,一级行业
688472.SH,阿特斯,电力设备,一级行业
688403.SH,汇成股份,电子,一级行业
688420.SH,美腾科技,机械设备,一级行业
688455.SH,科捷智能,机械设备,一级行业
688363.SH,华熙生物,美容护理,一级行业
688377.SH,迪威尔,机械设备,一级行业
688398.SH,赛特新材,基础化工,一级行业
688352.SH,颀中科技,电子,一级行业
688469.SH,芯联集成-U,电子,一级行业
688486.SH,龙迅股份,电子,一级行业
688448.SH,磁谷科技,机械设备,一级行业
688509.SH,正元地信,计算机,一级行业
688383.SH,新益昌,机械设备,一级行业
688349.SH,三一重能,电力设备,一级行业
688496.SH,*ST清越,电子,一级行业
688435.SH,英方软件,计算机,一级行业
688378.SH,奥来德,电子,一级行业
688409.SH,富创精密,电子,一级行业
688468.SH,科美诊断,医药生物,一级行业
688355.SH,明志科技,机械设备,一级行业
688370.SH,丛麟科技,环保,一级行业
688401.SH,路维光电,电子,一级行业
688506.SH,百利天恒,医药生物,一级行业
688426.SH,康为世纪,医药生物,一级行业
688418.SH,震有科技,通信,一级行业
688369.SH,致远互联,计算机,一级行业
688386.SH,泛亚微透,基础化工,一级行业
688499.SH,利元亨,电力设备,一级行业
688361.SH,中科飞测,电子,一级行业
688432.SH,有研硅,电子,一级行业
688480.SH,赛恩斯,环保,一级行业
688358.SH,祥生医疗,医药生物,一级行业
688503.SH,聚和材料,电力设备,一级行业
688429.SH,时创能源,电力设备,一级行业
688488.SH,艾迪药业,医药生物,一级行业
688350.SH,富淼科技,基础化工,一级行业
688375.SH,国博电子,国防军工,一级行业
688392.SH,骄成超声,电力设备,一级行业
688507.SH,索辰科技,计算机,一级行业
688391.SH,钜泉科技,电子,一级行业
688347.SH,华虹宏力,电子,一级行业
688479.SH,友车科技,计算机,一级行业
688385.SH,复旦微电,电子,一级行业
688456.SH,有研粉材,有色金属,一级行业
688362.SH,甬矽电子,电子,一级行业
688353.SH,华盛锂电,电力设备,一级行业
688485.SH,九州一轨,机械设备,一级行业
688376.SH,美埃科技,环保,一级行业
688399.SH,硕世生物,医药生物,一级行业
688410.SH,山外山,医药生物,一级行业
688433.SH,华曙高科,机械设备,一级行业
688388.SH,嘉元科技,电力设备,一级行业
688367.SH,工大高科,机械设备,一级行业
688459.SH,哈铁科技,机械设备,一级行业
688380.SH,中微半导,电子,一级行业
688501.SH,青达环保,环保,一级行业
688356.SH,键凯科技,医药生物,一级行业
688373.SH,盟科药业-U,医药生物,一级行业
688425.SH,铁建重工,机械设备,一级行业
688450.SH,光格科技,电力设备,一级行业
688387.SH,信科移动-U,通信,一级行业
688505.SH,复旦张江,医药生物,一级行业
688360.SH,德马科技,机械设备,一级行业
688419.SH,耐科装备,电子,一级行业
688368.SH,晶丰明源,电子,一级行业
688458.SH,美芯晟,电子,一级行业
688416.SH,恒烁股份,电子,一级行业
688359.SH,三孚新科,电子,一级行业
688502.SH,茂莱光学,电子,一级行业
688428.SH,诺诚健华,医药生物,一级行业
688393.SH,安必平,医药生物,一级行业
688351.SH,微电生理,医药生物,一级行业
688365.SH,光云科技,计算机,一级行业
688439.SH,振华风光,国防军工,一级行业
688382.SH,益方生物-U,医药生物,一级行业
688510.SH,航亚科技,国防军工,一级行业
688348.SH,昱能科技,电力设备,一级行业
688478.SH,晶升股份,电子,一级行业
688379.SH,华光新材,机械设备,一级行业
688408.SH,中信博,电力设备,一级行业
688411.SH,海博思创,电力设备,一级行业
688396.SH,华润微,电子,一级行业
688484.SH,南芯科技,电子,一级行业
688371.SH,菲沃泰,电子,一级行业
