Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
605366.SH,宏柏新材,基础化工,一级行业
605068.SH,明新旭腾,汽车,一级行业
605389.SH,长龄液压,机械设备,一级行业
605337.SH,李子园,食品饮料,一级行业
605183.SH,确成股份,基础化工,一级行业
605555.SH,德昌股份,家用电器,一级行业
605305.SH,中际联合,机械设备,一级行业
605116.SH,奥锐特,医药生物,一级行业
605500.SH,森林包装,轻工制造,一级行业
605286.SH,同力天启,机械设备,一级行业
605177.SH,东亚药业,医药生物,一级行业
605060.SH,联德股份,机械设备,一级行业
605151.SH,西上海,汽车,一级行业
605088.SH,冠盛股份,汽车,一级行业
605319.SH,无锡振华,汽车,一级行业
605166.SH,聚合顺,基础化工,一级行业
605128.SH,上海沿浦,汽车,一级行业
605080.SH,浙江自然,轻工制造,一级行业
605222.SH,起帆电缆,电力设备,一级行业
605377.SH,华旺科技,轻工制造,一级行业
605186.SH,健麾信息,机械设备,一级行业
605056.SH,咸亨国际,机械设备,一级行业
605077.SH,华康股份,基础化工,一级行业
605398.SH,新炬网络,计算机,一级行业
605589.SH,圣泉集团,基础化工,一级行业
605268.SH,王力安防,轻工制造,一级行业
605289.SH,罗曼股份,建筑装饰,一级行业
605300.SH,佳禾食品,食品饮料,一级行业
605198.SH,安德利,农林牧渔,一级行业
605255.SH,天普股份,汽车,一级行业
605368.SH,蓝天燃气,公用事业,一级行业
605100.SH,华丰股份,机械设备,一级行业
605339.SH,南侨食品,食品饮料,一级行业
605169.SH,洪通燃气,公用事业,一级行业
605108.SH,同庆楼,社会服务,一级行业
605162.SH,新中港,公用事业,一级行业
605189.SH,富春染织,纺织服饰,一级行业
605099.SH,共创草坪,轻工制造,一级行业
605133.SH,嵘泰股份,汽车,一级行业
605028.SH,世茂能源,公用事业,一级行业
605303.SH,园林股份,建筑装饰,一级行业
605288.SH,凯迪股份,机械设备,一级行业
605365.SH,立达信,家用电器,一级行业
605277.SH,新亚电子,电子,一级行业
605122.SH,四方新材,建筑材料,一级行业
605577.SH,龙版传媒,传媒,一级行业
605111.SH,新洁能,电子,一级行业
605218.SH,伟时电子,电子,一级行业
605266.SH,健之佳,医药生物,一级行业
605178.SH,时空科技,建筑装饰,一级行业
605566.SH,福莱蒽特,基础化工,一级行业
605136.SH,丽人丽妆,商贸零售,一级行业
605318.SH,法狮龙,建筑材料,一级行业
605507.SH,国邦医药,医药生物,一级行业
605167.SH,利柏特,建筑装饰,一级行业
605299.SH,舒华体育,轻工制造,一级行业
605055.SH,迎丰股份,纺织服饰,一级行业
605376.SH,博迁新材,有色金属,一级行业
605588.SH,冠石科技,电子,一级行业
605196.SH,华通线缆,电力设备,一级行业
605399.SH,晨光新材,基础化工,一级行业
605158.SH,华达新材,有色金属,一级行业
605580.SH,恒盛能源,公用事业,一级行业
605258.SH,协和电子,电子,一级行业
605090.SH,九丰能源,公用事业,一级行业
605388.SH,均瑶健康,食品饮料,一级行业
605336.SH,*ST帅电,家用电器,一级行业
605296.SH,神农集团,农林牧渔,一级行业
605138.SH,盛泰集团,纺织服饰,一级行业
605098.SH,行动教育,社会服务,一级行业
605117.SH,德业股份,电力设备,一级行业
605155.SH,西大门,轻工制造,一级行业
605259.SH,绿田机械,机械设备,一级行业
605066.SH,天正电气,电力设备,一级行业
605123.SH,派克新材,国防军工,一级行业
605089.SH,味知香,食品饮料,一级行业
605033.SH,美邦股份,基础化工,一级行业
605378.SH,野马电池,电力设备,一级行业
605118.SH,力鼎光电,计算机,一级行业
605179.SH,一鸣食品,食品饮料,一级行业
605567.SH,春雪食品,食品饮料,一级行业
605199.SH,ST葫芦娃,医药生物,一级行业
605499.SH,东鹏饮料,食品饮料,一级行业
605338.SH,巴比食品,食品饮料,一级行业
605369.SH,拱东医疗,医药生物,一级行业
605069.SH,正和生态,环保,一级行业
605208.SH,永茂泰,有色金属,一级行业
605168.SH,三人行,传媒,一级行业
605598.SH,上海港湾,建筑装饰,一级行业
605298.SH,必得科技,机械设备,一级行业
605180.SH,华生科技,纺织服饰,一级行业
605050.SH,福然德,交通运输,一级行业
605188.SH,国光连锁,商贸零售,一级行业
605058.SH,澳弘电子,电子,一级行业
605333.SH,沪光股份,汽车,一级行业
605358.SH,立昂微,电子,一级行业
605488.SH,福莱新材,基础化工,一级行业
605086.SH,龙高股份,基础化工,一级行业
605228.SH,神通科技,汽车,一级行业
605287.SH,德才股份,建筑装饰,一级行业
