Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
603628.SH,清源股份,电力设备,一级行业
603439.SH,三力制药,医药生物,一级行业
603605.SH,珀莱雅,美容护理,一级行业
603477.SH,巨星农牧,农林牧渔,一级行业
603657.SH,春光科技,家用电器,一级行业
603586.SH,金麒麟,汽车,一级行业
603416.SH,信捷电气,机械设备,一级行业
603577.SH,汇金通,电力设备,一级行业
603468.SH,津富士达,汽车,一级行业
603611.SH,诺力股份,机械设备,一级行业
603608.SH,天创时尚,纺织服饰,一级行业
603648.SH,畅联股份,交通运输,一级行业
603602.SH,纵横通信,传媒,一级行业
603520.SH,司太立,医药生物,一级行业
603619.SH,中曼石油,石油石化,一级行业
603566.SH,普莱柯,农林牧渔,一级行业
603583.SH,捷昌驱动,机械设备,一级行业
603528.SH,多伦科技,计算机,一级行业
603637.SH,镇海股份,建筑装饰,一级行业
603551.SH,奥普科技,家用电器,一级行业
603507.SH,振江股份,电力设备,一级行业
603616.SH,韩建河山,建筑材料,一级行业
603488.SH,展鹏科技,机械设备,一级行业
603559.SH,中通国脉,通信,一级行业
603408.SH,建霖家居,轻工制造,一级行业
603590.SH,康辰药业,医药生物,一级行业
603456.SH,九洲药业,医药生物,一级行业
603626.SH,科森科技,电子,一级行业
603655.SH,朗博科技,汽车,一级行业
603569.SH,长久物流,交通运输,一级行业
603613.SH,国联股份,商贸零售,一级行业
603527.SH,众源新材,有色金属,一级行业
603500.SH,祥和实业,机械设备,一级行业
603499.SH,翔港科技,轻工制造,一级行业
603629.SH,利通电子,电子,一级行业
603533.SH,掌阅科技,传媒,一级行业
603598.SH,引力传媒,传媒,一级行业
603556.SH,海兴电力,电力设备,一级行业
603516.SH,淳中科技,计算机,一级行业
603589.SH,口子窖,食品饮料,一级行业
603459.SH,红板科技,电子,一级行业
603508.SH,思维列控,计算机,一级行业
603505.SH,金石资源,基础化工,一级行业
603578.SH,三星新材,家用电器,一级行业
603610.SH,麒盛科技,轻工制造,一级行业
603496.SH,恒为科技,计算机,一级行业
603607.SH,京华激光,轻工制造,一级行业
603511.SH,爱慕股份,纺织服饰,一级行业
603595.SH,ST东尼,电子,一级行业
603536.SH,惠发食品,食品饮料,一级行业
603448.SH,天博智能,汽车,一级行业
603519.SH,立霸股份,家用电器,一级行业
603515.SH,欧普照明,家用电器,一级行业
603458.SH,勘设股份,建筑装饰,一级行业
603601.SH,再升科技,建筑材料,一级行业
603618.SH,杭电股份,电力设备,一级行业
603435.SH,嘉德利,基础化工,一级行业
603567.SH,珍宝岛,医药生物,一级行业
603529.SH,爱玛科技,汽车,一级行业
603615.SH,茶花股份,轻工制造,一级行业
603506.SH,南都物业,房地产,一级行业
603638.SH,艾迪精密,机械设备,一级行业
603535.SH,嘉诚国际,交通运输,一级行业
603596.SH,伯特利,汽车,一级行业
603630.SH,拉芳家化,美容护理,一级行业
603409.SH,汇通控股,汽车,一级行业
603558.SH,健盛集团,纺织服饰,一级行业
603518.SH,锦泓集团,纺织服饰,一级行业
603650.SH,彤程新材,基础化工,一级行业
603606.SH,东方电缆,电力设备,一级行业
603587.SH,地素时尚,纺织服饰,一级行业
603421.SH,鼎信通讯,通信,一级行业
603612.SH,索通发展,基础化工,一级行业
603530.SH,神马电力,电力设备,一级行业
603658.SH,安图生物,医药生物,一级行业
603609.SH,禾丰股份,农林牧渔,一级行业
603633.SH,徕木股份,电子,一级行业
603429.SH,*ST集友,轻工制造,一级行业
603538.SH,美诺华,医药生物,一级行业
603565.SH,中谷物流,交通运输,一级行业
603588.SH,高能环境,环保,一级行业
603517.SH,ST绝味,食品饮料,一级行业
603580.SH,艾艾精工,基础化工,一级行业
603418.SH,友升股份,汽车,一级行业
603636.SH,南威软件,计算机,一级行业
603659.SH,璞泰来,电力设备,一级行业
603489.SH,八方股份,电力设备,一级行业
603617.SH,君禾股份,机械设备,一级行业
603466.SH,风语筑,传媒,一级行业
603579.SH,荣泰健康,家用电器,一级行业
603600.SH,永艺股份,轻工制造,一级行业
603656.SH,泰禾智能,机械设备,一级行业
603568.SH,伟明环保,环保,一级行业
603585.SH,苏利股份,基础化工,一级行业
603599.SH,广信股份,基础化工,一级行业
603639.SH,海利尔,基础化工,一级行业
603501.SH,豪威集团,电子,一级行业
603486.SH,科沃斯,家用电器,一级行业
603444.SH,吉比特,传媒,一级行业
603557.SH,*ST起步,纺织服饰,一级行业
