Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
600528.SH,中铁工业,机械设备,一级行业
600419.SH,天润乳业,食品饮料,一级行业
600448.SH,华纺股份,纺织服饰,一级行业
600511.SH,国药股份,医药生物,一级行业
600425.SH,青松建化,建筑材料,一级行业
600477.SH,杭萧钢构,建筑装饰,一级行业
600483.SH,福能股份,公用事业,一级行业
600460.SH,士兰微,电子,一级行业
600428.SH,中远海特,交通运输,一级行业
600416.SH,湘电股份,电力设备,一级行业
600548.SH,深高速,交通运输,一级行业
600525.SH,长园集团,电力设备,一级行业
600502.SH,安徽建工,建筑装饰,一级行业
600508.SH,上海能源,煤炭,一级行业
600540.SH,新赛股份,农林牧渔,一级行业
600468.SH,百利电气,电力设备,一级行业
600422.SH,昆药集团,医药生物,一级行业
600495.SH,晋西车轴,机械设备,一级行业
600439.SH,ST瑞贝卡,纺织服饰,一级行业
600405.SH,动力源,电力设备,一级行业
600517.SH,国网英大,非银金融,一级行业
600531.SH,豫光金铅,有色金属,一级行业
600408.SH,安泰集团,煤炭,一级行业
600436.SH,片仔癀,医药生物,一级行业
600463.SH,空港股份,房地产,一级行业
600480.SH,凌云股份,汽车,一级行业
600545.SH,卓郎智能,机械设备,一级行业
600488.SH,津药药业,医药生物,一级行业
600520.SH,三佳科技,机械设备,一级行业
600469.SH,风神股份,汽车,一级行业
600503.SH,华丽家族,房地产,一级行业
600446.SH,金证股份,计算机,一级行业
600475.SH,华光环能,公用事业,一级行业
600433.SH,冠豪高新,轻工制造,一级行业
600410.SH,华胜天成,计算机,一级行业
600481.SH,双良节能,电力设备,一级行业
600452.SH,涪陵电力,公用事业,一级行业
600489.SH,中金黄金,有色金属,一级行业
600546.SH,山煤国际,煤炭,一级行业
600506.SH,统一股份,石油石化,一级行业
600523.SH,贵航股份,汽车,一级行业
600529.SH,山东药玻,医药生物,一级行业
600449.SH,宁夏建材,建筑材料,一级行业
600497.SH,驰宏锌锗,有色金属,一级行业
600537.SH,*ST亿晶,电力设备,一级行业
600512.SH,腾达建设,建筑装饰,一级行业
600461.SH,洪城环境,环保,一级行业
600438.SH,通威股份,电力设备,一级行业
600455.SH,博通股份,计算机,一级行业
600509.SH,天富能源,公用事业,一级行业
600486.SH,扬农化工,基础化工,一级行业
600501.SH,航天晨光,机械设备,一级行业
600526.SH,菲达环保,环保,一级行业
600543.SH,*ST莫高,食品饮料,一级行业
600444.SH,国机通用,机械设备,一级行业
600496.SH,精工钢构,建筑装饰,一级行业
600467.SH,好当家,农林牧渔,一级行业
600518.SH,康美药业,医药生物,一级行业
600530.SH,ST交昂,食品饮料,一级行业
600515.SH,海南机场,房地产,一级行业
600409.SH,三友化工,基础化工,一级行业
600458.SH,时代新材,综合,一级行业
600435.SH,北方导航,国防军工,一级行业
600487.SH,亨通光电,通信,一级行业
600521.SH,华海药业,医药生物,一级行业
600470.SH,六国化工,基础化工,一级行业
600527.SH,江南高纤,纺织服饰,一级行业
600491.SH,ST龙元,建筑装饰,一级行业
600418.SH,江淮汽车,汽车,一级行业
600426.SH,华鲁恒升,基础化工,一级行业
600499.SH,科达制造,机械设备,一级行业
600510.SH,黑牡丹,房地产,一级行业
600535.SH,天士力,医药生物,一级行业
600538.SH,国发股份,医药生物,一级行业
600429.SH,三元股份,食品饮料,一级行业
600478.SH,科力远,电力设备,一级行业
600415.SH,小商品城,商贸零售,一级行业
600507.SH,方大特钢,钢铁,一级行业
600423.SH,*ST柳化,基础化工,一级行业
600490.SH,鹏欣资源,有色金属,一级行业
600498.SH,烽火通信,通信,一级行业
600536.SH,中国软件,计算机,一级行业
600513.SH,联环药业,医药生物,一级行业
600516.SH,方大炭素,钢铁,一级行业
600479.SH,千金药业,医药生物,一级行业
600539.SH,狮头股份,商贸零售,一级行业
600456.SH,宝钛股份,有色金属,一级行业
600500.SH,中化国际,基础化工,一级行业
600420.SH,国药现代,医药生物,一级行业
600493.SH,凤竹纺织,纺织服饰,一级行业
600403.SH,大有能源,煤炭,一级行业
600476.SH,*ST湘邮,计算机,一级行业
600519.SH,贵州茅台,食品饮料,一级行业
600533.SH,栖霞建设,房地产,一级行业
600482.SH,中国动力,电力设备,一级行业
600406.SH,国电南瑞,电力设备,一级行业
600459.SH,贵研铂业,有色金属,一级行业
600547.SH,山东黄金,有色金属,一级行业
600505.SH,西昌电力,公用事业,一级行业
600522.SH,中天科技,通信,一级行业
