Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
603890.SH,春秋电子,电子,一级行业
603903.SH,中持股份,环保,一级行业
603869.SH,ST智知,计算机,一级行业
603978.SH,深圳新星,有色金属,一级行业
603861.SH,白云电器,电力设备,一级行业
603970.SH,中农立华,基础化工,一级行业
603993.SH,洛阳钼业,有色金属,一级行业
603955.SH,大千生态,建筑装饰,一级行业
605016.SH,百龙创园,基础化工,一级行业
603898.SH,好莱客,轻工制造,一级行业
603929.SH,亚翔集成,建筑装饰,一级行业
603906.SH,龙蟠科技,电力设备,一级行业
603969.SH,银龙股份,机械设备,一级行业
605007.SH,五洲特纸,轻工制造,一级行业
603866.SH,桃李面包,食品饮料,一级行业
603950.SH,长源东谷,汽车,一级行业
603887.SH,城地香江,计算机,一级行业
603915.SH,国茂股份,机械设备,一级行业
605011.SH,杭州热电,公用事业,一级行业
603958.SH,哈森股份,纺织服饰,一级行业
603912.SH,佳力图,机械设备,一级行业
603909.SH,建发合诚,建筑装饰,一级行业
603893.SH,瑞芯微,电子,一级行业
603989.SH,艾华集团,电子,一级行业
603855.SH,华荣股份,机械设备,一级行业
603926.SH,铁流股份,汽车,一级行业
605020.SH,永和股份,基础化工,一级行业
603867.SH,新化股份,基础化工,一级行业
603999.SH,读者传媒,传媒,一级行业
603886.SH,元祖股份,食品饮料,一级行业
603901.SH,永创智能,机械设备,一级行业
603918.SH,金桥信息,计算机,一级行业
603991.SH,领先股份,电子,一级行业
603927.SH,中科软,计算机,一级行业
603858.SH,步长制药,医药生物,一级行业
605001.SH,威奥股份,机械设备,一级行业
605009.SH,豪悦护理,美容护理,一级行业
603986.SH,兆易创新,电子,一级行业
603889.SH,新澳股份,纺织服饰,一级行业
603977.SH,国泰集团,基础化工,一级行业
603881.SH,数据港,通信,一级行业
603938.SH,三孚股份,基础化工,一级行业
605006.SH,山东玻纤,建筑材料,一级行业
603878.SH,武进不锈,钢铁,一级行业
603895.SH,天永智能,机械设备,一级行业
603983.SH,丸美生物,美容护理,一级行业
603949.SH,雪龙集团,汽车,一级行业
603966.SH,法兰泰克,机械设备,一级行业
603888.SH,新华网,传媒,一级行业
603922.SH,ST金鸿顺,汽车,一级行业
603997.SH,继峰股份,汽车,一级行业
603916.SH,苏博特,基础化工,一级行业
603880.SH,南卫股份,医药生物,一级行业
603939.SH,益丰药房,医药生物,一级行业
603936.SH,博敏电子,电子,一级行业
603879.SH,永悦科技,基础化工,一级行业
603871.SH,嘉友国际,交通运输,一级行业
603856.SH,东宏股份,建筑材料,一级行业
603988.SH,中电电机,电力设备,一级行业
605003.SH,众望布艺,纺织服饰,一级行业
603980.SH,吉华集团,基础化工,一级行业
603948.SH,建业股份,基础化工,一级行业
603979.SH,金诚信,有色金属,一级行业
603883.SH,老百姓,医药生物,一级行业
603919.SH,金徽酒,食品饮料,一级行业
603992.SH,松霖科技,轻工制造,一级行业
603876.SH,鼎胜新材,有色金属,一级行业
603960.SH,克来机电,汽车,一级行业
603985.SH,恒润股份,电力设备,一级行业
603933.SH,睿能科技,电子,一级行业
603897.SH,长城科技,电力设备,一级行业
603859.SH,能科科技,计算机,一级行业
603968.SH,醋化股份,基础化工,一级行业
605008.SH,长鸿高科,基础化工,一级行业
605018.SH,长华集团,汽车,一级行业
603863.SH,松炀资源,轻工制造,一级行业
603995.SH,甬金股份,钢铁,一级行业
603920.SH,世运电路,电子,一级行业
603882.SH,金域医学,医药生物,一级行业
603937.SH,丽岛新材,有色金属,一级行业
603976.SH,正川股份,医药生物,一级行业
603877.SH,太平鸟,纺织服饰,一级行业
603908.SH,牧高笛,纺织服饰,一级行业
603896.SH,寿仙谷,医药生物,一级行业
603967.SH,中创物流,交通运输,一级行业
605005.SH,合兴股份,汽车,一级行业
603982.SH,泉峰汽车,汽车,一级行业
603998.SH,方盛制药,医药生物,一级行业
603885.SH,吉祥航空,交通运输,一级行业
603900.SH,莱绅通灵,纺织服饰,一级行业
603868.SH,飞科电器,家用电器,一级行业
603931.SH,格林达,电子,一级行业
603917.SH,合力科技,汽车,一级行业
603860.SH,中公高科,建筑装饰,一级行业
603956.SH,威派格,机械设备,一级行业
603990.SH,麦迪科技,计算机,一级行业
603959.SH,ST百利,建筑装饰,一级行业
603899.SH,晨光股份,轻工制造,一级行业
603928.SH,兴业股份,基础化工,一级行业
603987.SH,康德莱,医药生物,一级行业
