Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
603708.SH,家家悦,商贸零售,一级行业
603737.SH,三棵树,建筑材料,一级行业
603789.SH,ST星农,机械设备,一级行业
603800.SH,洪田股份,机械设备,一级行业
603823.SH,百合花,基础化工,一级行业
603686.SH,福龙马,环保,一级行业
603717.SH,天域生物,农林牧渔,一级行业
603663.SH,三祥新材,基础化工,一级行业
603766.SH,隆鑫通用,汽车,一级行业
603728.SH,鸣志电器,电力设备,一级行业
603778.SH,国晟科技,电力设备,一级行业
603757.SH,大元泵业,机械设备,一级行业
603711.SH,香飘飘,食品饮料,一级行业
603806.SH,福斯特,电力设备,一级行业
603803.SH,瑞斯康达,通信,一级行业
603660.SH,苏州科达,计算机,一级行业
603790.SH,雅运股份,基础化工,一级行业
603668.SH,天马科技,农林牧渔,一级行业
603681.SH,永冠新材,基础化工,一级行业
603725.SH,天安新材,轻工制造,一级行业
603798.SH,康普顿,石油石化,一级行业
603689.SH,皖天然气,公用事业,一级行业
603700.SH,宁水集团,机械设备,一级行业
603817.SH,海峡环保,环保,一级行业
603697.SH,有友食品,食品饮料,一级行业
603706.SH,东方环宇,公用事业,一级行业
603729.SH,ST龙韵,传媒,一级行业
603787.SH,新日股份,汽车,一级行业
603712.SH,七一二,国防军工,一级行业
603825.SH,ST华扬,传媒,一级行业
603661.SH,恒林股份,轻工制造,一级行业
603768.SH,常青股份,汽车,一级行业
603828.SH,*ST利达,建筑装饰,一级行业
603680.SH,今创集团,机械设备,一级行业
603726.SH,朗迪集团,家用电器,一级行业
603688.SH,石英股份,基础化工,一级行业
603669.SH,灵康药业,医药生物,一级行业
603703.SH,盛洋科技,电子,一级行业
603839.SH,安正时尚,纺织服饰,一级行业
603709.SH,中源家居,轻工制造,一级行业
603759.SH,海天股份,环保,一级行业
603776.SH,永安行,汽车,一级行业
603822.SH,ST嘉澳,基础化工,一级行业
603677.SH,奇精机械,家用电器,一级行业
603808.SH,歌力思,纺织服饰,一级行业
603683.SH,晶华新材,基础化工,一级行业
603811.SH,诚意药业,医药生物,一级行业
603666.SH,亿嘉和,机械设备,一级行业
603836.SH,海程邦达,交通运输,一级行业
603819.SH,神力股份,电力设备,一级行业
603779.SH,威龙股份,食品饮料,一级行业
603733.SH,仙鹤股份,轻工制造,一级行业
603676.SH,卫信康,医药生物,一级行业
603699.SH,纽威股份,机械设备,一级行业
603667.SH,五洲新春,机械设备,一级行业
603682.SH,锦和商管,商贸零售,一级行业
603799.SH,华友钴业,有色金属,一级行业
603810.SH,丰山集团,基础化工,一级行业
603701.SH,德宏股份,汽车,一级行业
603816.SH,顾家家居,轻工制造,一级行业
603833.SH,欧派家居,轻工制造,一级行业
603707.SH,健友股份,医药生物,一级行业
603679.SH,华体科技,电子,一级行业
603788.SH,宁波高发,汽车,一级行业
603696.SH,安记食品,食品饮料,一级行业
603685.SH,晨丰科技,电子,一级行业
603721.SH,中广天择,传媒,一级行业
603718.SH,*ST海利,医药生物,一级行业
603739.SH,蔚蓝生物,基础化工,一级行业
603767.SH,中马传动,汽车,一级行业
603773.SH,沃格光电,电子,一级行业
603813.SH,原尚股份,交通运输,一级行业
603815.SH,交建股份,建筑装饰,一级行业
603838.SH,*ST四通,轻工制造,一级行业
603777.SH,来伊份,食品饮料,一级行业
603758.SH,秦安股份,汽车,一级行业
603678.SH,火炬电子,国防军工,一级行业
603693.SH,江苏新能,公用事业,一级行业
603716.SH,塞力医疗,医药生物,一级行业
603848.SH,好太太,轻工制造,一级行业
603809.SH,豪能股份,汽车,一级行业
603719.SH,良品铺子,食品饮料,一级行业
603665.SH,康隆达,纺织服饰,一级行业
603797.SH,联泰环保,环保,一级行业
603818.SH,曲美家居,轻工制造,一级行业
603722.SH,阿科力,基础化工,一级行业
603755.SH,日辰股份,食品饮料,一级行业
603713.SH,密尔克卫,交通运输,一级行业
603738.SH,泰晶科技,电子,一级行业
603786.SH,科博达,汽车,一级行业
603690.SH,至纯科技,电子,一级行业
603843.SH,*ST正平,建筑装饰,一级行业
603730.SH,岱美股份,汽车,一级行业
603829.SH,洛凯股份,电力设备,一级行业
603826.SH,坤彩科技,基础化工,一级行业
603698.SH,航天工程,机械设备,一级行业
603662.SH,柯力传感,机械设备,一级行业
603801.SH,志邦家居,轻工制造,一级行业
603727.SH,博迈科,石油石化,一级行业
603687.SH,大胜达,轻工制造,一级行业
