Wind代码,证券简称,申万一级行业,申万一级行业.行业级别
002848.SZ,高斯贝尔,家用电器,一级行业
002825.SZ,纳尔股份,基础化工,一级行业
002819.SZ,东方中科,机械设备,一级行业
002831.SZ,裕同科技,轻工制造,一级行业
002905.SZ,金逸影视,传媒,一级行业
002919.SZ,名臣健康,传媒,一级行业
002920.SZ,德赛西威,计算机,一级行业
002886.SZ,沃特股份,基础化工,一级行业
002839.SZ,张家港行,银行,一级行业
002840.SZ,华统股份,食品饮料,一级行业
002863.SZ,今飞凯达,汽车,一级行业
002892.SZ,科力尔,电力设备,一级行业
002877.SZ,智能自控,机械设备,一级行业
002911.SZ,佛燃能源,公用事业,一级行业
002908.SZ,德生科技,计算机,一级行业
002822.SZ,ST中装,建筑装饰,一级行业
002895.SZ,川恒股份,基础化工,一级行业
002880.SZ,卫光生物,医药生物,一级行业
002925.SZ,盈趣科技,电子,一级行业
002868.SZ,绿康生化,农林牧渔,一级行业
002889.SZ,东方嘉盛,交通运输,一级行业
002900.SZ,哈三联,医药生物,一级行业
002836.SZ,新宏泽,轻工制造,一级行业
002857.SZ,三晖电气,电力设备,一级行业
002860.SZ,星帅尔,家用电器,一级行业
002881.SZ,美格智能,通信,一级行业
002843.SZ,泰嘉股份,机械设备,一级行业
002827.SZ,高争民爆,基础化工,一级行业
002852.SZ,道道全,农林牧渔,一级行业
002875.SZ,安奈儿,纺织服饰,一级行业
002846.SZ,英联股份,轻工制造,一级行业
002926.SZ,华西证券,非银金融,一级行业
002869.SZ,金溢科技,计算机,一级行业
002888.SZ,惠威科技,电子,一级行业
002903.SZ,宇环数控,机械设备,一级行业
002861.SZ,瀛通通讯,电子,一级行业
002833.SZ,弘亚数控,机械设备,一级行业
002917.SZ,金奥博,基础化工,一级行业
002824.SZ,和胜股份,有色金属,一级行业
002897.SZ,意华股份,通信,一级行业
002849.SZ,威星智能,机械设备,一级行业
002872.SZ,ST天圣,医药生物,一级行业
002818.SZ,富森美,商贸零售,一级行业
002866.SZ,传艺科技,电子,一级行业
002830.SZ,名雕股份,建筑装饰,一级行业
002923.SZ,润都股份,医药生物,一级行业
002906.SZ,华阳集团,汽车,一级行业
002841.SZ,视源股份,电子,一级行业
002883.SZ,*ST中设,建筑装饰,一级行业
002838.SZ,道恩股份,基础化工,一级行业
002855.SZ,捷荣技术,电子,一级行业
002912.SZ,中新赛克,计算机,一级行业
002873.SZ,新天药业,医药生物,一级行业
002850.SZ,科达利,电力设备,一级行业
002896.SZ,中大力德,机械设备,一级行业
002829.SZ,星网宇达,国防军工,一级行业
002867.SZ,周大生,纺织服饰,一级行业
002901.SZ,大博医疗,医药生物,一级行业
002909.SZ,集泰股份,基础化工,一级行业
002858.SZ,力盛体育,社会服务,一级行业
002882.SZ,金龙羽,电力设备,一级行业
002835.SZ,同为股份,计算机,一级行业
002821.SZ,凯莱英,医药生物,一级行业
002915.SZ,中欣氟材,基础化工,一级行业
002826.SZ,易明医药,医药生物,一级行业
002847.SZ,盐津铺子,食品饮料,一级行业
002853.SZ,皮阿诺,轻工制造,一级行业
002870.SZ,香山股份,汽车,一级行业
002832.SZ,比音勒芬,纺织服饰,一级行业
002921.SZ,联诚精密,汽车,一级行业
002885.SZ,京泉华,电子,一级行业
002918.SZ,蒙娜丽莎,轻工制造,一级行业
002864.SZ,盘龙药业,医药生物,一级行业
002891.SZ,中宠股份,农林牧渔,一级行业
002878.SZ,元隆雅图,传媒,一级行业
002899.SZ,英派斯,轻工制造,一级行业
002910.SZ,庄园牧场,食品饮料,一级行业
002907.SZ,华森制药,医药生物,一级行业
002823.SZ,凯中精密,电力设备,一级行业
002871.SZ,伟隆股份,机械设备,一级行业
002922.SZ,伊戈尔,电子,一级行业
002884.SZ,凌霄泵业,机械设备,一级行业
002865.SZ,钧达股份,电力设备,一级行业
002890.SZ,弘宇股份,机械设备,一级行业
002856.SZ,*ST美芝,建筑装饰,一级行业
002837.SZ,英维克,机械设备,一级行业
002879.SZ,长缆科技,电力设备,一级行业
002842.SZ,翔鹭钨业,有色金属,一级行业
002913.SZ,奥士康,电子,一级行业
002876.SZ,三利谱,电子,一级行业
002851.SZ,麦格米特,电力设备,一级行业
002828.SZ,贝肯能源,石油石化,一级行业
002845.SZ,同兴达,电子,一级行业
002902.SZ,铭普光磁,通信,一级行业
002859.SZ,洁美科技,电子,一级行业
002887.SZ,绿茵生态,环保,一级行业
002862.SZ,实丰文化,轻工制造,一级行业
002820.SZ,桂发祥,食品饮料,一级行业
002893.SZ,京能热力,公用事业,一级行业
002916.SZ,深南电路,电子,一级行业
