vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,申万美容护理行业成分股,1,行业成分股,,,"|股票名称|股票代码|行业名称|行业级别|行业类别|
|----------|----------|----------|----------|----------
|*ST美谷|000615|美容护理|一级行业|申万行业分类|
|依依股份|001206|美容护理|一级行业|申万行业分类|
|登康口腔|001328|美容护理|一级行业|申万行业分类|
|青岛金王|002094|美容护理|一级行业|申万行业分类|
|中顺洁柔|002511|美容护理|一级行业|申万行业分类|
|百亚股份|003006|美容护理|一级行业|申万行业分类|
|诺斯贝尔|300132|美容护理|一级行业|申万行业分类|
|延江股份|300658|美容护理|一级行业|申万行业分类|
|水羊股份|300740|美容护理|一级行业|申万行业分类|
|锦盛新材|300849|美容护理|一级行业|申万行业分类|
|科思股份|300856|美容护理|一级行业|申万行业分类|
|稳健医疗|300888|美容护理|一级行业|申万行业分类|
|爱美客|300896|美容护理|一级行业|申万行业分类|
|嘉亨家化|300955|美容护理|一级行业|申万行业分类|
|贝泰妮|300957|美容护理|一级行业|申万行业分类|
|可靠股份|301009|美容护理|一级行业|申万行业分类|
|洁雅股份|301108|美容护理|一级行业|申万行业分类|
|敷尔佳|301371|美容护理|一级行业|申万行业分类|
|福瑞达|600223|美容护理|一级行业|申万行业分类|
|两面针|600249|美容护理|一级行业|申万行业分类|
|上海家化|600315|美容护理|一级行业|申万行业分类|
|倍加洁|603059|美容护理|一级行业|申万行业分类|
|润本股份|603193|美容护理|一级行业|申万行业分类|
|珀莱雅|603605|美容护理|一级行业|申万行业分类|
|拉芳家化|603630|美容护理|一级行业|申万行业分类|
|丸美生物|603983|美容护理|一级行业|申万行业分类|
|豪悦护理|605009|美容护理|一级行业|申万行业分类|
|华熙生物|688363|美容护理|一级行业|申万行业分类|
|绽妍生物|874888|美容护理|一级行业|申万行业分类|
|芭薇股份|920123|美容护理|一级行业|申万行业分类|
|珈凯生物|920165|美容护理|一级行业|申万行业分类|
|维琪科技|920176|美容护理|一级行业|申万行业分类|
|锦波生物|920982|美容护理|一级行业|申万行业分类|",2026-09-13T09:03:06.040969+08:00
