vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,申万综合行业成分股,1,指数成分股,,,"|指数代码|指数简称|股票代码|股票简称|权重(%)|收盘价(元)|涨跌(元)|涨跌幅(%)|指数贡献点|成交量(万股)|成交额(万元)|总股本(亿股)|总市值(亿元)|自由流通股本(亿股)|自由流通市值(亿元)|证监会行业|纳入日期|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|801230.SI|申万综合|600881.SH|亚泰集团|-|1.87|-0.08|-4.10|-|12626.34|23697.42|32.32|60.44|23.56|44.06|非金属矿物制品业|2021-12-13|
|801230.SI|申万综合|600807.SH|济高发展|-|2.65|-0.07|-2.57|-|1288.76|3413.54|8.85|23.44|4.92|13.04|医药制造业|2026-07-02|
|801230.SI|申万综合|600805.SH|悦达投资|-|4.58|-0.04|-0.87|-|835.34|3800.66|8.51|38.97|5.31|24.31|综合|2017-07-03|
|801230.SI|申万综合|600770.SH|综艺股份|-|5.54|-0.09|-1.60|-|4666.52|25667.37|13.00|72.02|7.33|40.63|电力、热力生产和供应业|2011-10-10|
|801230.SI|申万综合|600689.SH|上海三毛|-|11.97|-0.28|-2.29|-|354.88|4237.92|2.01|24.06|0.99|11.88|批发业|2022-08-01|
|801230.SI|申万综合|600682.SH|南京新百|-|5.97|0.25|4.37|-|6525.62|38554.92|13.45|80.30|5.65|33.74|医药制造业|2023-07-06|
|801230.SI|申万综合|600673.SH|东阳光|-|31.25|-0.38|-1.20|-|2642.35|81251.35|30.10|940.49|14.04|438.74|综合|2023-07-06|
|801230.SI|申万综合|600620.SH|天宸股份|-|4.33|-0.14|-3.13|-|817.55|3547.25|6.87|29.73|2.33|10.10|综合|2016-07-01|
|801230.SI|申万综合|600458.SH|时代新材|-|11.53|-0.09|-0.77|-|1299.50|14879.37|9.52|109.78|4.48|51.61|橡胶和塑料制品业|2026-07-02|
|801230.SI|申万综合|600051.SH|宁波联合|-|6.17|-0.19|-2.99|-|485.32|2999.90|3.11|19.18|2.15|13.27|批发业|2007-07-02|
|801230.SI|申万综合|002575.SZ|群兴玩具|-|5.21|-0.10|-1.88|-|1584.18|8249.34|6.17|32.12|5.35|27.85|批发业|2026-07-02|
|801230.SI|申万综合|002420.SZ|毅昌科技|-|5.96|-0.17|-2.77|-|994.81|5924.24|4.11|24.49|3.00|17.86|橡胶和塑料制品业|2026-07-02|
|801230.SI|申万综合|002316.SZ|亚联发展|-|4.53|-0.11|-2.37|-|3235.21|14888.85|3.93|17.81|3.17|14.35|软件和信息技术服务业|2026-07-02|
|801230.SI|申万综合|000833.SZ|粤桂股份|-|20.96|-1.25|-5.63|-|4608.76|97641.42|8.55|179.23|3.71|77.71|综合|2021-12-13|
|801230.SI|申万综合|000753.SZ|漳州发展|-|5.05|-0.17|-3.26|-|2801.40|14236.30|9.91|50.07|5.46|27.55|零售业|2021-12-13|
|801230.SI|申万综合|000652.SZ|泰达股份|-|3.44|-0.12|-3.37|-|2293.75|7897.18|14.59|50.20|9.53|32.79|批发业|2006-10-09|
|801230.SI|申万综合|000632.SZ|ST三木|-|4.18|-0.07|-1.65|-|1283.58|5335.09|4.66|19.46|3.64|15.22|批发业|2007-07-02|
|801230.SI|申万综合|000523.SZ|红棉股份|-|4.01|-0.45|-10.09|-|35639.52|148222.72|18.35|73.60|13.40|53.75|农副食品加工业|2024-07-31|
|801230.SI|申万综合|000421.SZ|南京公用|-|5.82|-0.14|-2.35|-|952.44|5566.89|5.74|33.43|2.57|14.94|燃气生产和供应业|2023-07-06|
|801230.SI|申万综合|000025.SZ|特力A|-|14.65|-0.39|-2.59|-|664.83|9780.83|4.31|63.15|1.81|26.54|批发业|2023-07-06|",2026-09-13T08:59:58.975505+08:00
gildata,FinQuery,申万综合行业成分股,2,成分股行业分布,,,"|指数代码|指数名称|行业分类标准|行业名称|行业代码|成分个数|总市值(亿元)|自由流通市值(亿元)|权重(%)|行业贡献点|
|---|---|---|---|---|---|---|---|---|---|
|801230|申万综合|申万一级行业|综合|510000|20|1941.9800|989.9400|-|-22.01|",2026-09-13T08:59:58.975505+08:00
