code_qlib,code_gildata,name,sw_l1
SZ300133,300133.SZ,华策影视,传媒
SZ300134,300134.SZ,大富科技,通信
SZ300135,300135.SZ,宝利国际,石油石化
SZ300136,300136.SZ,信维通信,电子
SZ300137,300137.SZ,先河环保,环保
SZ300138,300138.SZ,晨光生物,农林牧渔
SZ300139,300139.SZ,晓程科技,有色金属
SZ300140,300140.SZ,节能环境,环保
SZ300141,300141.SZ,和顺电气,电力设备
SZ300142,300142.SZ,沃森生物,医药生物
SZ300143,300143.SZ,盈康生命,医药生物
SZ300144,300144.SZ,宋城演艺,社会服务
SZ300145,300145.SZ,南方泵业,机械设备
SZ300146,300146.SZ,汤臣倍健,食品饮料
SZ300147,300147.SZ,*ST香雪,医药生物
SZ300148,300148.SZ,天舟文化,传媒
SZ300149,300149.SZ,睿智医药,医药生物
SZ300151,300151.SZ,昌红科技,机械设备
SZ300152,300152.SZ,*ST动力,环保
SZ300153,300153.SZ,科泰电源,电力设备
SZ300154,300154.SZ,瑞凌股份,机械设备
SZ300155,300155.SZ,安居宝,计算机
SZ300157,300157.SZ,新锦动力,机械设备
SZ300158,300158.SZ,振东制药,医药生物
SZ300159,300159.SZ,新研股份,机械设备
SZ300160,300160.SZ,秀强股份,家用电器
SZ300161,300161.SZ,华中数控,机械设备
SZ300162,300162.SZ,雷曼光电,电子
SZ300163,300163.SZ,先锋新材,基础化工
SZ300164,300164.SZ,通源石油,石油石化
SZ300165,300165.SZ,天瑞仪器,机械设备
SZ300166,300166.SZ,东方国信,计算机
SZ300167,300167.SZ,ST迪威迅,计算机
SZ300168,300168.SZ,万达信息,计算机
SZ300169,300169.SZ,天晟新材,基础化工
SZ300170,300170.SZ,汉得信息,计算机
SZ300171,300171.SZ,东富龙,医药生物
SZ300172,300172.SZ,中电环保,环保
SZ300173,300173.SZ,ST福能,电力设备
SZ300174,300174.SZ,元力股份,基础化工
SZ300175,300175.SZ,朗源股份,农林牧渔
SZ300176,300176.SZ,鸿特科技,汽车
SZ300177,300177.SZ,中海达,国防军工
SZ300179,300179.SZ,四方达,机械设备
SZ300180,300180.SZ,华峰超纤,基础化工
SZ300181,300181.SZ,佐力药业,医药生物
SZ300182,300182.SZ,捷成股份,传媒
SZ300183,300183.SZ,东软载波,通信
SZ300184,300184.SZ,力源信息,电子
SZ300185,300185.SZ,通裕重工,电力设备
SZ300187,300187.SZ,永清环保,环保
SZ300188,300188.SZ,国投智能,计算机
SZ300189,300189.SZ,神农种业,农林牧渔
SZ300190,300190.SZ,维尔利,环保
SZ300191,300191.SZ,潜能恒信,石油石化
SZ300192,300192.SZ,科德教育,社会服务
SZ300193,300193.SZ,佳士科技,机械设备
SZ300194,300194.SZ,福安药业,医药生物
SZ300195,300195.SZ,长荣股份,机械设备
SZ300196,300196.SZ,长海股份,建筑材料
SZ300197,300197.SZ,节能铁汉,建筑装饰
SZ300198,300198.SZ,*ST纳川,建筑材料
SZ300199,300199.SZ,翰宇药业,医药生物
SZ300200,300200.SZ,高盟新材,基础化工
SZ300201,300201.SZ,海伦哲,机械设备
SZ300203,300203.SZ,聚光科技,环保
SZ300204,300204.SZ,舒泰神,医药生物
SZ300205,300205.SZ,*ST天喻,通信
SZ300206,300206.SZ,理邦仪器,医药生物
SZ300207,300207.SZ,欣旺达,电力设备
SZ300209,300209.SZ,行云科技,计算机
SZ300210,300210.SZ,森远股份,环保
SZ300211,300211.SZ,*ST亿通,通信
SZ300212,300212.SZ,*ST易录,计算机
SZ300213,300213.SZ,佳讯飞鸿,通信
SZ300214,300214.SZ,日科化学,基础化工
SZ300215,300215.SZ,电科院,社会服务
SZ300217,300217.SZ,东方电热,家用电器
SZ300218,300218.SZ,安利股份,基础化工
SZ300219,300219.SZ,鸿利智汇,电子
SZ300220,300220.SZ,金运激光,机械设备
SZ300221,300221.SZ,银禧科技,基础化工
SZ300222,300222.SZ,科大智能,电力设备
SZ300223,300223.SZ,君正股份,电子
SZ300224,300224.SZ,正海磁材,有色金属
SZ300225,300225.SZ,金力泰,基础化工
SZ300226,300226.SZ,上海钢联,计算机
SZ300227,300227.SZ,光韵达,机械设备
SZ300228,300228.SZ,富瑞特装,机械设备
SZ300229,300229.SZ,拓尔思,计算机
SZ300230,300230.SZ,永利股份,基础化工
SZ300231,300231.SZ,银信科技,计算机
SZ300232,300232.SZ,洲明科技,电子
SZ300233,300233.SZ,金城医药,医药生物
SZ300234,300234.SZ,开尔新材,建筑材料
SZ300235,300235.SZ,方直科技,计算机
SZ300236,300236.SZ,上海新阳,电子
SZ300237,300237.SZ,ST美晨,汽车
SZ300238,300238.SZ,冠昊生物,医药生物
SZ300239,300239.SZ,东宝生物,医药生物
SZ300240,300240.SZ,飞力达,交通运输
SZ300241,300241.SZ,瑞丰光电,电子
SZ300242,300242.SZ,佳云科技,传媒
SZ300243,300243.SZ,瑞丰高材,基础化工
SZ300244,300244.SZ,迪安诊断,医药生物
SZ300245,300245.SZ,ST天玑,计算机
SZ300246,300246.SZ,宝莱特,医药生物
SZ300247,300247.SZ,融捷健康,家用电器
SZ300248,300248.SZ,新开普,计算机
SZ300249,300249.SZ,依米康,计算机
SZ300250,300250.SZ,初灵信息,计算机
SZ300251,300251.SZ,光线传媒,传媒
SZ300252,300252.SZ,金信诺,国防军工
SZ300253,300253.SZ,卫宁健康,计算机
SZ300254,300254.SZ,仟源医药,医药生物
SZ300255,300255.SZ,常山药业,医药生物
SZ300256,300256.SZ,星星科技,电子
SZ300257,300257.SZ,开山股份,机械设备
SZ300258,300258.SZ,精锻科技,汽车
SZ300259,300259.SZ,新天科技,机械设备
SZ300260,300260.SZ,新莱应材,机械设备
SZ300261,300261.SZ,雅本化学,基础化工
SZ300263,300263.SZ,隆华科技,机械设备
SZ300264,300264.SZ,佳创视讯,计算机
SZ300265,300265.SZ,通光线缆,电力设备
SZ300266,300266.SZ,兴源环境,环保
SZ300267,300267.SZ,尔康制药,医药生物
SZ300268,300268.SZ,佳沃食品,农林牧渔
SZ300269,300269.SZ,联建光电,电子
SZ300270,300270.SZ,中威电子,计算机
SZ300272,300272.SZ,开能健康,家用电器
SZ300274,300274.SZ,阳光电源,电力设备
SZ300275,300275.SZ,梅安森,计算机
SZ300276,300276.SZ,三丰智能,机械设备
SZ300277,300277.SZ,汽轮科技,计算机
SZ300278,300278.SZ,华昌达,机械设备
SZ300279,300279.SZ,和晶科技,家用电器
SZ300281,300281.SZ,金明精机,机械设备
SZ300283,300283.SZ,温州宏丰,电力设备
SZ300284,300284.SZ,苏交科,建筑装饰
SZ300285,300285.SZ,国瓷材料,电子
SZ300286,300286.SZ,安科瑞,电力设备
SZ300287,300287.SZ,飞利信,计算机
SZ300288,300288.SZ,朗玛信息,计算机
SZ300289,300289.SZ,利德曼,医药生物
SZ300290,300290.SZ,ST荣科,计算机
SZ300291,300291.SZ,百纳千成,传媒
SZ300292,300292.SZ,吴通控股,通信
SZ300293,300293.SZ,蓝英装备,机械设备
SZ300294,300294.SZ,博雅生物,医药生物
SZ300295,300295.SZ,*ST三六五,传媒
SZ300296,300296.SZ,利亚德,电子
SZ300298,300298.SZ,三诺生物,医药生物
SZ300299,300299.SZ,富春股份,传媒
SZ300300,300300.SZ,海峡创新,计算机
SZ300301,300301.SZ,ST长方,电子
SZ300302,300302.SZ,同有科技,计算机
SZ300303,300303.SZ,聚飞光电,电子
SZ300304,300304.SZ,云意电气,汽车
SZ300305,300305.SZ,裕兴股份,基础化工
SZ300306,300306.SZ,远方信息,机械设备
SZ300307,300307.SZ,慈星股份,机械设备
SZ300308,300308.SZ,中际旭创,通信
SZ300310,300310.SZ,宜通世纪,通信
SZ300311,300311.SZ,任子行,计算机
SZ300313,300313.SZ,天山生物,农林牧渔
SZ300314,300314.SZ,戴维医疗,医药生物
SZ300315,300315.SZ,掌趣科技,传媒
SZ300316,300316.SZ,晶盛机电,电力设备
SZ300317,300317.SZ,珈伟新能,公用事业
SZ300318,300318.SZ,博晖创新,医药生物
SZ300319,300319.SZ,麦捷科技,电子
SZ300320,300320.SZ,海达股份,基础化工
SZ300321,300321.SZ,同大股份,基础化工
SZ300322,300322.SZ,硕贝德,电子
SZ300323,300323.SZ,华灿光电,电子
SZ300324,300324.SZ,旋极信息,计算机
SZ300326,300326.SZ,ST凯利,医药生物
SZ300327,300327.SZ,中颖电子,电子
SZ300328,300328.SZ,宜安科技,有色金属
SZ300329,300329.SZ,海伦钢琴,轻工制造
SZ300331,300331.SZ,苏大维格,电子
SZ300332,300332.SZ,天壕能源,公用事业
SZ300333,300333.SZ,兆日科技,计算机
SZ300334,300334.SZ,津膜科技,环保
SZ300335,300335.SZ,迪森股份,公用事业
SZ300337,300337.SZ,银邦股份,有色金属
SZ300338,300338.SZ,*ST开元,社会服务
SZ300339,300339.SZ,润和软件,计算机
SZ300340,300340.SZ,科恒股份,电力设备
SZ300341,300341.SZ,麦克奥迪,医药生物
SZ300342,300342.SZ,天银机电,家用电器
SZ300343,300343.SZ,联创股份,基础化工
SZ300345,300345.SZ,华民股份,电力设备
SZ300346,300346.SZ,南大光电,电子
SZ300347,300347.SZ,泰格医药,医药生物
SZ300348,300348.SZ,长亮科技,计算机
SZ300349,300349.SZ,金卡智能,机械设备
SZ300350,300350.SZ,华鹏飞,交通运输
SZ300351,300351.SZ,永贵电器,机械设备
SZ300352,300352.SZ,ST信源,计算机
SZ300353,300353.SZ,东土科技,通信
SZ300354,300354.SZ,东华测试,机械设备
SZ300355,300355.SZ,蒙草生态,建筑装饰
SZ300357,300357.SZ,我武生物,医药生物
SZ300358,300358.SZ,楚天科技,医药生物
SZ300359,300359.SZ,全通教育,社会服务
SZ300360,300360.SZ,炬华科技,电力设备
SZ300363,300363.SZ,博腾股份,医药生物
SZ300364,300364.SZ,中文在线,传媒
SZ300365,300365.SZ,恒华科技,计算机
SZ300366,300366.SZ,ST创意,计算机
SZ300368,300368.SZ,汇金股份,计算机
SZ300369,300369.SZ,绿盟科技,计算机
SZ300371,300371.SZ,汇中股份,机械设备
SZ300373,300373.SZ,扬杰科技,电子
SZ300374,300374.SZ,中铁装配,建筑材料
SZ300375,300375.SZ,鹏翎股份,汽车
SZ300376,300376.SZ,易事特,电力设备
SZ300377,300377.SZ,赢时胜,计算机
SZ300378,300378.SZ,鼎捷数智,计算机
SZ300380,300380.SZ,安硕信息,计算机
SZ300381,300381.SZ,溢多利,医药生物
SZ300382,300382.SZ,斯莱克,机械设备
SZ300383,300383.SZ,光环新网,通信
SZ300384,300384.SZ,三联虹普,建筑装饰
SZ300385,300385.SZ,ST雪浪,环保
SZ300386,300386.SZ,飞天诚信,计算机
SZ300387,300387.SZ,富邦科技,基础化工
SZ300388,300388.SZ,节能国祯,环保
SZ300389,300389.SZ,艾比森,电子
SZ300390,300390.SZ,天华新能,电力设备
SZ300393,300393.SZ,中来股份,电力设备
SZ300394,300394.SZ,天孚通信,通信
SZ300395,300395.SZ,菲利华,国防军工
SZ300396,300396.SZ,ST迪瑞,医药生物
SZ300397,300397.SZ,天和防务,国防军工
SZ300398,300398.SZ,飞凯材料,电子
SZ300399,300399.SZ,天利科技,计算机
SZ300400,300400.SZ,劲拓股份,机械设备
SZ300401,300401.SZ,花园生物,医药生物
SZ300402,300402.SZ,宝色股份,机械设备
SZ300403,300403.SZ,汉宇集团,家用电器
SZ300404,300404.SZ,博济医药,医药生物
SZ300405,300405.SZ,科隆股份,基础化工
SZ300406,300406.SZ,九强生物,医药生物
SZ300407,300407.SZ,凯发电气,电力设备
SZ300408,300408.SZ,三环集团,电子
SZ300409,300409.SZ,道氏技术,电力设备
SZ300410,300410.SZ,正业科技,电力设备
SZ300411,300411.SZ,金盾股份,机械设备
SZ300412,300412.SZ,迦南科技,机械设备
SZ300413,300413.SZ,芒果超媒,传媒
SZ300414,300414.SZ,中光防雷,通信
SZ300415,300415.SZ,伊之密,机械设备
SZ300416,300416.SZ,苏试试验,社会服务
SZ300417,300417.SZ,南华仪器,机械设备
SZ300418,300418.SZ,昆仑万维,传媒
SZ300419,300419.SZ,ST浩丰,计算机
SZ300420,300420.SZ,五洋自控,机械设备
SZ300421,300421.SZ,力星股份,机械设备
SZ300422,300422.SZ,博世科,环保
SZ300423,300423.SZ,昇辉科技,电力设备
SZ300424,300424.SZ,航新科技,国防军工
SZ300425,300425.SZ,中建环能,环保
SZ300426,300426.SZ,华智数媒,传媒
SZ300427,300427.SZ,红相股份,电力设备
SZ300428,300428.SZ,立中集团,汽车
SZ300429,300429.SZ,强力新材,电子
SZ300430,300430.SZ,*ST益通,医药生物
SZ300432,300432.SZ,富临精工,电力设备
SZ300433,300433.SZ,蓝思科技,电子
SZ300434,300434.SZ,金石亚药,医药生物
SZ300435,300435.SZ,中泰股份,机械设备
SZ300436,300436.SZ,广生堂,医药生物
SZ300437,300437.SZ,清水源,环保
SZ300438,300438.SZ,鹏辉能源,电力设备
SZ300439,300439.SZ,美康生物,医药生物
SZ300440,300440.SZ,运达科技,计算机
SZ300441,300441.SZ,鲍斯股份,机械设备
SZ300442,300442.SZ,润泽科技,通信
SZ300443,300443.SZ,金雷股份,电力设备
SZ300446,300446.SZ,航天智造,汽车
SZ300447,300447.SZ,全信股份,国防军工
SZ300448,300448.SZ,浩云科技,计算机
SZ300449,300449.SZ,汉邦高科,计算机
SZ300450,300450.SZ,先导智能,电力设备
SZ300451,300451.SZ,创业慧康,计算机
SZ300452,300452.SZ,山河药辅,医药生物
SZ300453,300453.SZ,三鑫医疗,医药生物
SZ300454,300454.SZ,深信服,计算机
SZ300455,300455.SZ,航天智装,计算机
SZ300456,300456.SZ,赛微电子,电子
SZ300457,300457.SZ,赢合科技,电力设备
SZ300458,300458.SZ,全志科技,电子
SZ300459,300459.SZ,汤姆猫,传媒
SZ300460,300460.SZ,ST惠伦,电子
SZ300461,300461.SZ,田中精机,机械设备
SZ300462,300462.SZ,ST华铭,计算机
SZ300463,300463.SZ,迈克生物,医药生物
SZ300464,300464.SZ,星徽股份,商贸零售
SZ300465,300465.SZ,高伟达,计算机
SZ300466,300466.SZ,赛摩智能,机械设备
SZ300467,300467.SZ,迅游科技,传媒
SZ300468,300468.SZ,四方精创,计算机
SZ300469,300469.SZ,信息发展,计算机
SZ300470,300470.SZ,中密控股,机械设备
SZ300471,300471.SZ,厚普股份,机械设备
SZ300472,300472.SZ,ST新元,机械设备
SZ300473,300473.SZ,德尔股份,汽车
SZ300474,300474.SZ,景嘉微,国防军工
SZ300475,300475.SZ,香农芯创,电子
SZ300476,300476.SZ,胜宏科技,电子
SZ300478,300478.SZ,杭州高新,基础化工
SZ300479,300479.SZ,神思电子,计算机
SZ300480,300480.SZ,光力科技,机械设备
SZ300481,300481.SZ,濮阳惠成,电子
SZ300482,300482.SZ,万孚生物,医药生物
SZ300483,300483.SZ,首华燃气,公用事业
SZ300484,300484.SZ,蓝海华腾,机械设备
SZ300485,300485.SZ,赛升药业,医药生物
SZ300486,300486.SZ,东杰智能,机械设备
SZ300487,300487.SZ,蓝晓科技,基础化工
SZ300488,300488.SZ,恒锋工具,机械设备
SZ300489,300489.SZ,光智科技,电子
SZ300490,300490.SZ,华自科技,电力设备
SZ300491,300491.SZ,通合科技,电力设备
SZ300492,300492.SZ,华图山鼎,社会服务
SZ300493,300493.SZ,润欣科技,电子
SZ300494,300494.SZ,盛天网络,传媒
SZ300496,300496.SZ,中科创达,计算机
SZ300497,300497.SZ,富祥股份,医药生物
SZ300498,300498.SZ,温氏股份,农林牧渔
SZ300499,300499.SZ,高澜股份,机械设备
SZ300500,300500.SZ,启迪设计,建筑装饰
SZ300501,300501.SZ,海顺新材,轻工制造
SZ300502,300502.SZ,新易盛,通信
SZ300503,300503.SZ,昊志机电,机械设备
SZ300504,300504.SZ,天邑股份,通信
SZ300505,300505.SZ,川金诺,基础化工
SZ300506,300506.SZ,名家汇,建筑装饰
SZ300507,300507.SZ,苏奥传感,汽车
SZ300508,300508.SZ,维宏股份,计算机
SZ300509,300509.SZ,新美星,机械设备
SZ300510,300510.SZ,金冠股份,电力设备
SZ300511,300511.SZ,雪榕生物,农林牧渔
SZ300512,300512.SZ,中亚股份,机械设备
SZ300513,300513.SZ,恒实科技,通信
SZ300514,300514.SZ,友讯达,电力设备
SZ300515,300515.SZ,三德科技,机械设备
SZ300516,300516.SZ,久之洋,电子
SZ300517,300517.SZ,海波重科,建筑装饰
SZ300518,300518.SZ,新迅达,商贸零售
SZ300519,300519.SZ,新光药业,医药生物
SZ300520,300520.SZ,科大国创,计算机
SZ300521,300521.SZ,爱司凯,机械设备
SZ300522,300522.SZ,世名科技,基础化工
SZ300523,300523.SZ,辰安科技,计算机
SZ300525,300525.SZ,博思软件,计算机
SZ300527,300527.SZ,ST应急,国防军工
SZ300528,300528.SZ,幸福蓝海,传媒
SZ300529,300529.SZ,健帆生物,医药生物
SZ300530,300530.SZ,领湃科技,电力设备
SZ300531,300531.SZ,优博讯,计算机
SZ300532,300532.SZ,今天国际,计算机
SZ300533,300533.SZ,冰川网络,传媒
SZ300534,300534.SZ,陇神戎发,医药生物
SZ300535,300535.SZ,达威股份,基础化工
SZ300536,300536.SZ,农尚环境,计算机
SZ300537,300537.SZ,广信材料,电子
SZ300538,300538.SZ,同益股份,基础化工
SZ300539,300539.SZ,横河精密,基础化工
SZ300540,300540.SZ,蜀道装备,机械设备
SZ300541,300541.SZ,先进数通,计算机
SZ300542,300542.SZ,新晨科技,计算机
SZ300543,300543.SZ,朗科智能,家用电器
SZ300545,300545.SZ,联得装备,电子
SZ300546,300546.SZ,雄帝科技,计算机
SZ300547,300547.SZ,川环科技,汽车
SZ300548,300548.SZ,长芯博创,通信
SZ300549,300549.SZ,优德精密,机械设备
SZ300550,300550.SZ,和仁科技,计算机
SZ300551,300551.SZ,古鳌科技,计算机
SZ300552,300552.SZ,万集科技,计算机
SZ300553,300553.SZ,集智股份,机械设备
SZ300554,300554.SZ,三超新材,机械设备
SZ300555,300555.SZ,ST路通,通信
SZ300556,300556.SZ,丝路视觉,计算机
SZ300557,300557.SZ,理工光科,机械设备
SZ300558,300558.SZ,贝达药业,医药生物
SZ300559,300559.SZ,佳发教育,计算机
SZ300560,300560.SZ,中富通,通信
SZ300561,300561.SZ,汇金科技,计算机
SZ300562,300562.SZ,乐心股份,医药生物
SZ300563,300563.SZ,神宇股份,通信
SZ300564,300564.SZ,筑博设计,建筑装饰
SZ300565,300565.SZ,科信技术,通信
SZ300566,300566.SZ,激智科技,电子
SZ300567,300567.SZ,精测电子,机械设备
SZ300568,300568.SZ,星源材质,电力设备
SZ300569,300569.SZ,天能重工,电力设备
SZ300570,300570.SZ,太辰光,通信
SZ300571,300571.SZ,平治信息,通信
SZ300572,300572.SZ,安车检测,机械设备
SZ300573,300573.SZ,兴齐眼药,医药生物
SZ300575,300575.SZ,中旗股份,基础化工
SZ300576,300576.SZ,容大感光,电子
SZ300577,300577.SZ,开润股份,纺织服饰
SZ300578,300578.SZ,会畅科技,通信
SZ300579,300579.SZ,数字认证,计算机
SZ300580,300580.SZ,贝斯特,汽车
SZ300581,300581.SZ,晨曦航空,国防军工
SZ300582,300582.SZ,英飞特,电子
SZ300583,300583.SZ,赛托生物,医药生物
SZ300584,300584.SZ,海辰药业,医药生物
SZ300585,300585.SZ,奥联电子,汽车
SZ300586,300586.SZ,美联新材,基础化工
SZ300587,300587.SZ,天铁科技,基础化工
SZ300588,300588.SZ,熙菱信息,计算机
SZ300589,300589.SZ,江龙船艇,国防军工
SZ300590,300590.SZ,移为通信,通信
SZ300591,300591.SZ,万里马,纺织服饰
SZ300592,300592.SZ,华凯易佰,商贸零售
SZ300593,300593.SZ,新雷能,电力设备
SZ300594,300594.SZ,ST朗进,机械设备
SZ300595,300595.SZ,欧普康视,医药生物
SZ300596,300596.SZ,利安隆,基础化工
SZ300597,300597.SZ,吉大通信,通信
SZ300598,300598.SZ,诚迈科技,计算机
SZ300599,300599.SZ,雄塑科技,建筑材料
SZ300600,300600.SZ,国瑞科技,国防军工
SZ300601,300601.SZ,康泰生物,医药生物
SZ300602,300602.SZ,飞荣达,电子
SZ300603,300603.SZ,立昂技术,通信
SZ300604,300604.SZ,长川科技,电子
SZ300605,300605.SZ,恒锋信息,计算机
SZ300606,300606.SZ,金太阳,机械设备
SZ300607,300607.SZ,拓斯达,机械设备
SZ300608,300608.SZ,思特奇,计算机
SZ300609,300609.SZ,汇纳科技,计算机
SZ300610,300610.SZ,晨化股份,基础化工
SZ300611,300611.SZ,美力科技,汽车
SZ300612,300612.SZ,宣亚国际,传媒
SZ300613,300613.SZ,富瀚微,电子
SZ300614,300614.SZ,百川畅银,环保
SZ300615,300615.SZ,欣天科技,通信
SZ300616,300616.SZ,尚品宅配,轻工制造
SZ300617,300617.SZ,安靠智电,电力设备
SZ300618,300618.SZ,寒锐钴业,有色金属
SZ300619,300619.SZ,金银河,电力设备
SZ300620,300620.SZ,光库科技,通信
SZ300621,300621.SZ,维业股份,建筑装饰
SZ300622,300622.SZ,博士眼镜,商贸零售
SZ300623,300623.SZ,捷捷微电,电子
SZ300624,300624.SZ,万兴科技,计算机
SZ300625,300625.SZ,三雄极光,家用电器
SZ300626,300626.SZ,华瑞股份,电力设备
SZ300627,300627.SZ,华测导航,通信
SZ300628,300628.SZ,亿联网络,通信
SZ300629,300629.SZ,新劲刚,国防军工
SZ300631,300631.SZ,久吾高科,环保
SZ300632,300632.SZ,光莆股份,电子
SZ300633,300633.SZ,开立医疗,医药生物
SZ300634,300634.SZ,彩讯股份,计算机
SZ300635,300635.SZ,中达安,建筑装饰
SZ300636,300636.SZ,同和药业,医药生物
SZ300637,300637.SZ,扬帆新材,基础化工
SZ300638,300638.SZ,广和通,通信
SZ300639,300639.SZ,凯普生物,医药生物
SZ300640,300640.SZ,德艺文创,轻工制造
SZ300641,300641.SZ,正丹股份,基础化工
SZ300642,300642.SZ,透景生命,医药生物
SZ300643,300643.SZ,万通智控,汽车
SZ300644,300644.SZ,南京聚隆,基础化工
SZ300645,300645.SZ,正元智慧,计算机
SZ300647,300647.SZ,超频三,电子
SZ300648,300648.SZ,星云股份,电力设备
SZ300649,300649.SZ,杭州园林,建筑装饰
SZ300650,300650.SZ,太龙股份,电子
SZ300651,300651.SZ,金陵体育,轻工制造
SZ300652,300652.SZ,雷迪克,汽车
SZ300653,300653.SZ,正海生物,医药生物
SZ300654,300654.SZ,世纪天鸿,传媒
SZ300655,300655.SZ,晶瑞电材,电子
SZ300656,300656.SZ,民德电子,电子
SZ300657,300657.SZ,弘信电子,电子
SZ300658,300658.SZ,延江股份,美容护理
SZ300659,300659.SZ,中孚信息,计算机
SZ300660,300660.SZ,江苏雷利,电力设备
SZ300661,300661.SZ,圣邦股份,电子
SZ300662,300662.SZ,科锐国际,社会服务
SZ300663,300663.SZ,科蓝软件,计算机
SZ300664,300664.SZ,鹏鹞环保,环保
SZ300665,300665.SZ,飞鹿股份,基础化工
SZ300666,300666.SZ,江丰电子,电子
SZ300667,300667.SZ,必创科技,机械设备
SZ300668,300668.SZ,杰恩股份,建筑装饰
SZ300669,300669.SZ,沪宁股份,机械设备
SZ300670,300670.SZ,大烨智能,电力设备
SZ300671,300671.SZ,富满微,电子
SZ300672,300672.SZ,国科微,电子
SZ300673,300673.SZ,佩蒂股份,农林牧渔
SZ300674,300674.SZ,宇信科技,计算机
SZ300675,300675.SZ,建科院,建筑装饰
SZ300676,300676.SZ,华大基因,医药生物
SZ300677,300677.SZ,英科医疗,医药生物
SZ300678,300678.SZ,中科信息,计算机
SZ300679,300679.SZ,电连技术,电子
SZ300680,300680.SZ,隆盛科技,汽车
SZ300681,300681.SZ,英搏尔,汽车
SZ300682,300682.SZ,朗新科技,计算机
SZ300683,300683.SZ,海特生物,医药生物
SZ300684,300684.SZ,中石科技,电子
SZ300685,300685.SZ,艾德生物,医药生物
SZ300686,300686.SZ,智动力,电子
SZ300687,300687.SZ,赛意信息,计算机
SZ300688,300688.SZ,创业黑马,社会服务
SZ300689,300689.SZ,澄天伟业,通信
SZ300690,300690.SZ,双一科技,电力设备
SZ300691,300691.SZ,联合光电,计算机
SZ300692,300692.SZ,中赋科技,环保
SZ300693,300693.SZ,盛弘股份,电力设备
SZ300694,300694.SZ,蠡湖股份,汽车
SZ300695,300695.SZ,兆丰股份,汽车
SZ300696,300696.SZ,爱乐达,国防军工
SZ300697,300697.SZ,电工合金,有色金属
SZ300698,300698.SZ,万马科技,通信
SZ300699,300699.SZ,光威复材,国防军工
SZ300700,300700.SZ,岱勒新材,机械设备
SZ300701,300701.SZ,森霸传感,电子
SZ300702,300702.SZ,天宇股份,医药生物
SZ300703,300703.SZ,创源股份,轻工制造
SZ300705,300705.SZ,九典制药,医药生物
SZ300706,300706.SZ,阿石创,电子
SZ300707,300707.SZ,威唐工业,汽车
SZ300708,300708.SZ,聚灿光电,电子
SZ300709,300709.SZ,精研科技,电子
SZ300710,300710.SZ,万隆光电,通信
SZ300711,300711.SZ,广哈通信,通信
SZ300712,300712.SZ,永福股份,建筑装饰
SZ300713,300713.SZ,英可瑞,电力设备
SZ300715,300715.SZ,凯伦股份,建筑材料
SZ300716,300716.SZ,*ST泉为,电力设备
SZ300717,300717.SZ,华信新材,基础化工
SZ300718,300718.SZ,长盛轴承,机械设备
SZ300719,300719.SZ,安达维尔,国防军工
SZ300720,300720.SZ,海川智能,机械设备
SZ300721,300721.SZ,怡达股份,基础化工
SZ300722,300722.SZ,新余国科,国防军工
SZ300723,300723.SZ,一品红,医药生物
SZ300724,300724.SZ,捷佳伟创,电力设备
SZ300725,300725.SZ,药石科技,医药生物
SZ300726,300726.SZ,宏达电子,国防军工
SZ300727,300727.SZ,润禾材料,基础化工
SZ300729,300729.SZ,乐歌股份,轻工制造
SZ300730,300730.SZ,科创信息,计算机
SZ300731,300731.SZ,科创新源,基础化工
SZ300732,300732.SZ,设研院,建筑装饰
SZ300733,300733.SZ,西菱动力,汽车
SZ300735,300735.SZ,光弘科技,电子
SZ300736,300736.SZ,百邦科技,电子
SZ300737,300737.SZ,科顺股份,建筑材料
SZ300738,300738.SZ,奥飞数据,通信
SZ300739,300739.SZ,明阳电路,电子
SZ300740,300740.SZ,水羊股份,美容护理
SZ300741,300741.SZ,华宝股份,基础化工
SZ300743,300743.SZ,天地数码,计算机
SZ300745,300745.SZ,欣锐科技,汽车
SZ300746,300746.SZ,汉嘉数智,建筑装饰
SZ300747,300747.SZ,锐科激光,机械设备
SZ300748,300748.SZ,金力永磁,有色金属
SZ300749,300749.SZ,顶固集创,轻工制造
SZ300750,300750.SZ,宁德时代,电力设备
SZ300751,300751.SZ,迈为股份,电力设备
SZ300752,300752.SZ,隆利科技,电子
SZ300753,300753.SZ,爱朋医疗,医药生物
SZ300755,300755.SZ,华致酒行,商贸零售
SZ300756,300756.SZ,金马游乐,机械设备
SZ300757,300757.SZ,罗博特科,机械设备
SZ300758,300758.SZ,七彩化学,基础化工
SZ300759,300759.SZ,康龙化成,医药生物
SZ300760,300760.SZ,迈瑞医疗,医药生物
SZ300761,300761.SZ,立华股份,农林牧渔
SZ300762,300762.SZ,上海瀚讯,国防军工
SZ300763,300763.SZ,锦浪科技,电力设备
SZ300765,300765.SZ,石药创新,医药生物
SZ300766,300766.SZ,每日互动,计算机
SZ300767,300767.SZ,震安科技,基础化工
SZ300768,300768.SZ,迪普科技,计算机
SZ300769,300769.SZ,德方纳米,电力设备
SZ300770,300770.SZ,新媒股份,传媒
SZ300771,300771.SZ,智莱科技,计算机
SZ300772,300772.SZ,运达股份,电力设备
SZ300773,300773.SZ,拉卡拉,非银金融
SZ300774,300774.SZ,倍杰特,环保
SZ300775,300775.SZ,三角防务,国防军工
SZ300776,300776.SZ,帝尔激光,电力设备
SZ300777,300777.SZ,中简科技,国防军工
