code_gildata,name,wind_sw_l1
002259.SZ,升达林业,公用事业
002261.SZ,拓维信息,计算机
002262.SZ,恩华药业,医药生物
002263.SZ,大东南,基础化工
002264.SZ,新华都,传媒
002265.SZ,建设工业,汽车
002266.SZ,浙富控股,环保
002267.SZ,陕天然气,公用事业
002268.SZ,电科网安,计算机
002269.SZ,美邦服饰,纺织服饰
002270.SZ,华明装备,电力设备
002271.SZ,东方雨虹,建筑材料
002272.SZ,川润股份,机械设备
002273.SZ,水晶光电,电子
002274.SZ,华昌化工,基础化工
002275.SZ,桂林三金,医药生物
002276.SZ,万马股份,电力设备
002277.SZ,友阿股份,商贸零售
002278.SZ,神开股份,机械设备
002279.SZ,久其软件,计算机
002281.SZ,光迅科技,通信
002282.SZ,博深股份,机械设备
002283.SZ,天润工业,汽车
002284.SZ,亚太股份,汽车
002285.SZ,世联行,房地产
002286.SZ,保龄宝,农林牧渔
002287.SZ,奇正藏药,医药生物
002289.SZ,宇顺电子,电子
002290.SZ,禾盛新材,家用电器
002291.SZ,遥望科技,传媒
002292.SZ,奥飞娱乐,传媒
002293.SZ,罗莱生活,纺织服饰
002294.SZ,信立泰,医药生物
002295.SZ,精艺股份,有色金属
002296.SZ,辉煌科技,通信
002297.SZ,博云新材,国防军工
002298.SZ,中电鑫龙,计算机
002299.SZ,圣农发展,农林牧渔
002300.SZ,太阳电缆,电力设备
002301.SZ,齐心集团,轻工制造
002302.SZ,西部建设,建筑材料
002303.SZ,美盈森,轻工制造
002304.SZ,洋河股份,食品饮料
002305.SZ,*ST南置,房地产
002306.SZ,ST云网,社会服务
002307.SZ,北新路桥,建筑装饰
002309.SZ,中利集团,电力设备
002310.SZ,东方新能,公用事业
002311.SZ,海大集团,农林牧渔
002312.SZ,川发龙蟒,基础化工
002313.SZ,日海智能,通信
002314.SZ,南山控股,房地产
002315.SZ,焦点科技,商贸零售
002316.SZ,亚联发展,综合
002317.SZ,众生药业,医药生物
002318.SZ,久立特材,钢铁
002319.SZ,乐通股份,基础化工
002320.SZ,海峡股份,交通运输
002321.SZ,华英农业,农林牧渔
002322.SZ,理工能科,计算机
002323.SZ,*ST雅博,建筑装饰
002324.SZ,普利特,基础化工
002326.SZ,永太科技,基础化工
002327.SZ,富安娜,纺织服饰
002328.SZ,新朋股份,汽车
002329.SZ,皇氏集团,食品饮料
002330.SZ,得利斯,食品饮料
002331.SZ,皖通科技,计算机
002332.SZ,仙琚制药,医药生物
002333.SZ,罗普斯金,建筑材料
002334.SZ,英威腾,机械设备
002335.SZ,科华数据,电力设备
002337.SZ,赛象科技,机械设备
002338.SZ,奥普光电,国防军工
002339.SZ,积成电子,电力设备
002340.SZ,格林美,电力设备
002342.SZ,巨力索具,机械设备
002343.SZ,慈文传媒,传媒
002344.SZ,海宁皮城,商贸零售
002345.SZ,潮宏基,纺织服饰
002346.SZ,柘中股份,电力设备
002347.SZ,泰尔股份,机械设备
002348.SZ,高乐股份,轻工制造
002349.SZ,精华制药,医药生物
002350.SZ,北京科锐,电力设备
002351.SZ,漫步者,电子
002352.SZ,顺丰控股,交通运输
002353.SZ,杰瑞股份,机械设备
002354.SZ,天娱数科,传媒
002355.SZ,兴民智通,汽车
002356.SZ,鹏飞绿能,商贸零售
002357.SZ,富临运业,交通运输
002358.SZ,森源电气,电力设备
002360.SZ,ST同德,基础化工
002361.SZ,神剑股份,基础化工
002362.SZ,汉王科技,计算机
002363.SZ,隆基机械,汽车
002364.SZ,中恒电气,电力设备
002365.SZ,永安药业,医药生物
002366.SZ,融发核电,电力设备
002367.SZ,康力电梯,机械设备
002368.SZ,太极股份,计算机
002369.SZ,卓翼科技,电子
002370.SZ,亚太药业,医药生物
002371.SZ,北方华创,电子
002372.SZ,伟星新材,建筑材料
002373.SZ,千方科技,计算机
002374.SZ,中锐股份,轻工制造
002375.SZ,亚厦股份,建筑装饰
002376.SZ,新北洋,计算机
002377.SZ,国创高新,石油石化
002378.SZ,章源钨业,有色金属
002379.SZ,宏桥控股,有色金属
002380.SZ,科远智慧,计算机
002381.SZ,双箭股份,基础化工
002382.SZ,蓝帆医疗,医药生物
002383.SZ,合众思壮,国防军工
002384.SZ,东山精密,电子
002385.SZ,大北农,农林牧渔
002386.SZ,天原股份,基础化工
002387.SZ,维信诺,电子
002388.SZ,新亚制程,电子
002389.SZ,航天彩虹,国防军工
002390.SZ,信邦制药,医药生物
002391.SZ,长青股份,基础化工
002392.SZ,北京利尔,建筑材料
002393.SZ,力生制药,医药生物
002394.SZ,联发股份,纺织服饰
002395.SZ,双象股份,基础化工
002396.SZ,星网锐捷,通信
002397.SZ,梦洁股份,纺织服饰
002398.SZ,垒知集团,建筑材料
002399.SZ,海普瑞,医药生物
002400.SZ,省广集团,传媒
002401.SZ,中远海科,计算机
002402.SZ,和而泰,电子
002403.SZ,爱仕达,家用电器
002404.SZ,嘉欣丝绸,纺织服饰
002405.SZ,四维图新,计算机
002406.SZ,远东传动,汽车
002407.SZ,多氟多,基础化工
002408.SZ,齐翔腾达,石油石化
002409.SZ,雅克科技,电子
002410.SZ,广联达,计算机
002412.SZ,汉森制药,医药生物
002413.SZ,雷科防务,国防军工
002414.SZ,高德红外,国防军工
002415.SZ,海康威视,计算机
002416.SZ,爱施德,商贸零售
002418.SZ,康盛股份,家用电器
002419.SZ,天虹股份,商贸零售
002420.SZ,毅昌科技,综合
002421.SZ,达实智能,计算机
002422.SZ,科伦药业,医药生物
002423.SZ,中粮资本,非银金融
002424.SZ,ST百灵,医药生物
002425.SZ,凯撒文化,传媒
002426.SZ,胜利精密,电子
002427.SZ,尤夫股份,基础化工
002428.SZ,云南锗业,有色金属
002429.SZ,兆驰股份,家用电器
002430.SZ,杭氧股份,基础化工
002431.SZ,ST棕榈,建筑装饰
002432.SZ,九安医疗,医药生物
002434.SZ,万里扬,汽车
002436.SZ,兴森科技,电子
002437.SZ,誉衡药业,医药生物
002438.SZ,江苏神通,机械设备
002439.SZ,启明星辰,计算机
002440.SZ,闰土股份,基础化工
002441.SZ,众业达,电力设备
002442.SZ,龙星科技,基础化工
002443.SZ,金洲管道,钢铁
002444.SZ,巨星科技,机械设备
002445.SZ,中南文化,机械设备
002446.SZ,盛路通信,国防军工
002448.SZ,中原内配,汽车
002449.SZ,国星光电,电子
002451.SZ,摩恩电气,电力设备
002452.SZ,长高电气,电力设备
002453.SZ,华软科技,基础化工
002454.SZ,松芝股份,汽车
002455.SZ,百川股份,基础化工
002456.SZ,欧菲光,电子
002457.SZ,青龙管业,建筑材料
002458.SZ,益生股份,农林牧渔
002459.SZ,晶澳科技,电力设备
002460.SZ,赣锋锂业,有色金属
002461.SZ,珠江啤酒,食品饮料
002462.SZ,嘉事堂,医药生物
002463.SZ,沪电股份,电子
002465.SZ,海格通信,国防军工
002466.SZ,天齐锂业,有色金属
002467.SZ,二六三,通信
002468.SZ,申通快递,交通运输
002469.SZ,三维化学,建筑装饰
002470.SZ,金正大,基础化工
002471.SZ,中超控股,电力设备
002472.SZ,双环传动,汽车
002474.SZ,榕基软件,计算机
002475.SZ,立讯精密,电子
002476.SZ,新叶股份,石油石化
002478.SZ,常宝股份,钢铁
002479.SZ,富春环保,公用事业
002480.SZ,新筑股份,公用事业
002481.SZ,双塔食品,农林牧渔
002482.SZ,广田集团,建筑装饰
002483.SZ,润邦股份,机械设备
002484.SZ,江海股份,电子
002485.SZ,ST雪发,交通运输
002486.SZ,嘉麟杰,纺织服饰
002487.SZ,大金重工,电力设备
002488.SZ,金固股份,汽车
002489.SZ,浙江永强,轻工制造
002490.SZ,山东墨龙,机械设备
002491.SZ,通鼎互联,通信
002492.SZ,恒基达鑫,交通运输
002493.SZ,荣盛石化,石油石化
002494.SZ,华斯股份,纺织服饰
002495.SZ,佳隆股份,食品饮料
002496.SZ,辉丰股份,基础化工
002497.SZ,雅化集团,基础化工
002498.SZ,汉缆股份,电力设备
002500.SZ,山西证券,非银金融
002501.SZ,*ST利源,有色金属
002506.SZ,协鑫集成,电力设备
002507.SZ,涪陵榨菜,食品饮料
002508.SZ,老板电器,家用电器
002510.SZ,天汽模,汽车
002511.SZ,中顺洁柔,美容护理
002512.SZ,ST达华,计算机
002513.SZ,蓝丰生化,基础化工
002514.SZ,*ST宝馨,机械设备
002515.SZ,金字火腿,食品饮料
002516.SZ,旷达科技,汽车
002517.SZ,恺英网络,传媒
002518.SZ,科士达,电力设备
002519.SZ,银河电子,国防军工
002520.SZ,日发精机,机械设备
002521.SZ,齐峰新材,轻工制造
002522.SZ,浙江众成,基础化工
002523.SZ,天桥起重,机械设备
002524.SZ,光正眼科,医药生物
002526.SZ,山东矿机,机械设备
002527.SZ,新时达,机械设备
002528.SZ,*ST英飞,计算机
002529.SZ,海源复材,机械设备
002530.SZ,金财互联,机械设备
002531.SZ,天顺风能,电力设备
002532.SZ,天山铝业,有色金属
002533.SZ,金杯电工,电力设备
002534.SZ,西子洁能,电力设备
002535.SZ,林州重机,机械设备
002536.SZ,飞龙股份,汽车
002537.SZ,海联金汇,汽车
002538.SZ,ST司特,基础化工
002539.SZ,云图控股,基础化工
002540.SZ,亚太科技,有色金属
002541.SZ,鸿路钢构,建筑装饰
002542.SZ,*ST中岩,建筑装饰
002543.SZ,万和电气,家用电器
002544.SZ,普天科技,通信
002545.SZ,东方铁塔,基础化工
002546.SZ,新联电子,电力设备
002547.SZ,*ST春兴,汽车
002548.SZ,金新农,农林牧渔
002549.SZ,凯美特气,基础化工
002550.SZ,千红制药,医药生物
002551.SZ,尚荣医疗,医药生物
002552.SZ,宝鼎科技,电子
002553.SZ,南方精工,汽车
002554.SZ,惠博普,石油石化
002555.SZ,三七互娱,传媒
002556.SZ,辉隆股份,农林牧渔
002557.SZ,洽洽食品,食品饮料
002558.SZ,巨人网络,传媒
002559.SZ,亚威股份,机械设备
002560.SZ,通达股份,电力设备
002561.SZ,徐家汇,商贸零售
002562.SZ,兄弟科技,基础化工
002563.SZ,森马服饰,纺织服饰
002564.SZ,天沃科技,机械设备
002565.SZ,顺灏股份,轻工制造
002566.SZ,益盛药业,医药生物
002567.SZ,唐人神,农林牧渔
002568.SZ,百润股份,食品饮料
002569.SZ,*ST步森,纺织服饰
002570.SZ,贝因美,食品饮料
002571.SZ,德力股份,轻工制造
002572.SZ,索菲亚,轻工制造
002573.SZ,清新环境,环保
002574.SZ,明牌珠宝,纺织服饰
002575.SZ,群兴玩具,综合
002576.SZ,通达动力,电力设备
002577.SZ,雷柏科技,计算机
002578.SZ,闽发铝业,有色金属
002579.SZ,中京电子,电子
002580.SZ,圣阳股份,电力设备
002581.SZ,*ST未名,医药生物
002582.SZ,好想你,食品饮料
002583.SZ,海能达,通信
002584.SZ,西陇科学,电子
002585.SZ,双星新材,基础化工
002586.SZ,围海股份,建筑装饰
002587.SZ,奥拓电子,电子
002588.SZ,史丹利,基础化工
002589.SZ,瑞康医药,医药生物
002590.SZ,万安科技,汽车
002591.SZ,恒大高新,基础化工
002592.SZ,ST八菱,汽车
002593.SZ,日上集团,建筑装饰
002594.SZ,比亚迪,汽车
002595.SZ,豪迈科技,机械设备
002596.SZ,海南瑞泽,建筑材料
002597.SZ,金禾实业,基础化工
002598.SZ,ST章鼓,机械设备
002599.SZ,盛通股份,轻工制造
002600.SZ,领益智造,电子
002601.SZ,龙佰集团,基础化工
002602.SZ,世纪华通,传媒
002603.SZ,以岭药业,医药生物
002605.SZ,姚记科技,传媒
002606.SZ,大连电瓷,电力设备
002607.SZ,中公教育,社会服务
002608.SZ,江苏国信,公用事业
002609.SZ,捷顺科技,计算机
002611.SZ,东方精工,机械设备
002612.SZ,朗姿股份,纺织服饰
002613.SZ,北玻股份,建筑材料
002614.SZ,奥佳华,家用电器
002615.SZ,哈尔斯,轻工制造
002616.SZ,长青集团,公用事业
002617.SZ,露笑科技,公用事业
002620.SZ,*ST瑞和,建筑装饰
002622.SZ,皓宸医疗,医药生物
002623.SZ,亚玛顿,电力设备
002624.SZ,完美世界,传媒
002625.SZ,光启技术,国防军工
002626.SZ,金达威,食品饮料
002627.SZ,三峡旅游,社会服务
002628.SZ,成都路桥,建筑装饰
002629.SZ,仁智股份,石油石化
002630.SZ,*ST华西,电力设备
002631.SZ,德尔未来,轻工制造
002632.SZ,道明光学,基础化工
002633.SZ,申科股份,机械设备
002634.SZ,*ST棒杰,纺织服饰
002635.SZ,安洁科技,电子
002636.SZ,金安国纪,电子
002637.SZ,赞宇科技,基础化工
002638.SZ,勤上股份,家用电器
002639.SZ,雪人集团,机械设备
002640.SZ,跨境通,商贸零售
002641.SZ,公元股份,建筑材料
002642.SZ,荣联科技,计算机
002643.SZ,万润股份,电子
002644.SZ,佛慈制药,医药生物
002645.SZ,华宏科技,环保
002646.SZ,天佑德酒,食品饮料
002647.SZ,仁东控股,非银金融
002648.SZ,卫星化学,基础化工
002649.SZ,博彦科技,计算机
002650.SZ,ST加加,食品饮料
002651.SZ,利君股份,国防军工
002652.SZ,扬子新材,建筑材料
002653.SZ,海思科,医药生物
002654.SZ,万润科技,电子
002655.SZ,共达电声,电子
002656.SZ,摩登大道,纺织服饰
002657.SZ,中科金财,计算机
002658.SZ,雪迪龙,环保
002659.SZ,凯文教育,社会服务
002660.SZ,茂硕电源,电子
002661.SZ,克明食品,食品饮料
002662.SZ,峰璟股份,汽车
002663.SZ,普邦股份,建筑装饰
002664.SZ,信质集团,汽车
002666.SZ,德联集团,基础化工
002667.SZ,*ST威领,机械设备
002668.SZ,TCL智家,家用电器
002669.SZ,康达新材,基础化工
002670.SZ,国盛证券,非银金融
002671.SZ,龙泉股份,建筑材料
002672.SZ,东江环保,环保
002673.SZ,西部证券,非银金融
002674.SZ,兴业科技,纺织服饰
002675.SZ,东诚药业,医药生物
002676.SZ,顺威股份,家用电器
002677.SZ,浙江美大,家用电器
002678.SZ,珠江钢琴,轻工制造
002679.SZ,福建金森,农林牧渔
002681.SZ,奋达科技,电子
002682.SZ,龙洲股份,交通运输
002683.SZ,广东宏大,基础化工
002685.SZ,华东重机,机械设备
002686.SZ,亿利达,机械设备
002687.SZ,乔治白,纺织服饰
002688.SZ,金河生物,农林牧渔
002689.SZ,ST远智,机械设备
002690.SZ,美亚光电,机械设备
002691.SZ,*ST冀凯,机械设备
002692.SZ,远程股份,电力设备
002693.SZ,双成药业,医药生物
002694.SZ,*ST顾地,建筑材料
002695.SZ,煌上煌,食品饮料
002696.SZ,百洋股份,农林牧渔
002697.SZ,红旗连锁,商贸零售
002698.SZ,博实股份,机械设备
002700.SZ,万憬能源,公用事业
002701.SZ,奥瑞金,轻工制造
002702.SZ,海欣食品,食品饮料
002703.SZ,浙江世宝,汽车
002705.SZ,新宝股份,家用电器
002706.SZ,良信股份,电力设备
002707.SZ,众信旅游,社会服务
002708.SZ,光洋股份,汽车
002709.SZ,天赐材料,电力设备
002712.SZ,思美传媒,传媒
002713.SZ,东易日盛,建筑装饰
002714.SZ,牧原股份,农林牧渔
002715.SZ,登云股份,汽车
002716.SZ,湖南白银,有色金属
002717.SZ,*ST岭南,建筑装饰
002718.SZ,友邦吊顶,建筑材料
002719.SZ,ST麦趣,食品饮料
002721.SZ,金一文化,纺织服饰
002722.SZ,物产金轮,机械设备
002723.SZ,小崧股份,家用电器
002724.SZ,海洋王,家用电器
002725.SZ,跃岭股份,汽车
002726.SZ,ST龙大,食品饮料
002727.SZ,一心堂,医药生物
002728.SZ,特一药业,医药生物
002729.SZ,好利科技,电子
002730.SZ,电光科技,机械设备
002731.SZ,*ST萃华,纺织服饰
002732.SZ,燕塘乳业,食品饮料
002733.SZ,雄韬股份,电力设备
002734.SZ,利民股份,基础化工
002735.SZ,王子新材,轻工制造
002736.SZ,国信证券,非银金融
002737.SZ,葵花药业,医药生物
002738.SZ,中矿资源,有色金属
002739.SZ,儒意电影,传媒
002741.SZ,光华科技,电子
002742.SZ,冀衡医药,医药生物
002743.SZ,ST富煌,建筑装饰
002745.SZ,木林森,电子
002746.SZ,仙坛股份,农林牧渔
002747.SZ,埃斯顿,机械设备
002748.SZ,世龙实业,基础化工
002749.SZ,国光股份,基础化工
002752.SZ,昇兴股份,轻工制造
002753.SZ,永东股份,基础化工
002755.SZ,奥赛康,医药生物
002756.SZ,永兴材料,有色金属
002757.SZ,南兴股份,机械设备
002758.SZ,浙农股份,基础化工
002759.SZ,ST天际,电力设备
002760.SZ,凤形股份,机械设备
002761.SZ,浙江建投,建筑装饰
002762.SZ,金发拉比,纺织服饰
002763.SZ,汇洁股份,纺织服饰
002765.SZ,蓝黛科技,汽车
002766.SZ,索菱股份,汽车
002767.SZ,先锋电子,机械设备
002768.SZ,国恩股份,基础化工
002769.SZ,普路通,交通运输
002771.SZ,真视通,计算机
002772.SZ,众兴菌业,农林牧渔
002773.SZ,康弘药业,医药生物
002774.SZ,快意电梯,机械设备
002775.SZ,文科股份,建筑装饰
002777.SZ,久远银海,计算机
002778.SZ,中晟高科,环保
002779.SZ,中坚科技,机械设备
002780.SZ,三夫户外,纺织服饰
002782.SZ,可立克,电子
002783.SZ,凯龙股份,基础化工
002785.SZ,万里石,建筑材料
002786.SZ,银宝山新,机械设备
002787.SZ,华源控股,轻工制造
002788.SZ,鹭燕医药,医药生物
002789.SZ,*ST建艺,建筑装饰
002790.SZ,瑞尔特,轻工制造
002791.SZ,坚朗五金,建筑材料
002792.SZ,通宇通讯,通信
002793.SZ,罗欣药业,医药生物
002795.SZ,永和智控,机械设备
002796.SZ,世嘉科技,通信
002797.SZ,第一创业,非银金融
002798.SZ,帝欧水华,轻工制造
002799.SZ,环球印务,轻工制造
002800.SZ,天顺股份,交通运输
002801.SZ,微光股份,电力设备
002802.SZ,洪汇新材,基础化工
002803.SZ,吉宏股份,商贸零售
002805.SZ,丰元股份,电力设备
002806.SZ,华锋股份,汽车
002807.SZ,江阴银行,银行
002808.SZ,恒久退(退市),电子
002809.SZ,红墙股份,基础化工
002810.SZ,山东赫达,基础化工
002811.SZ,郑中设计,建筑装饰
002812.SZ,恩捷股份,电力设备
002813.SZ,路畅科技,汽车
002815.SZ,崇达技术,电子
002816.SZ,*ST和科,机械设备
002817.SZ,黄山胶囊,医药生物
002818.SZ,富森美,商贸零售
002819.SZ,东方中科,机械设备
002820.SZ,桂发祥,食品饮料
002821.SZ,凯莱英,医药生物
002822.SZ,ST中装,建筑装饰
002823.SZ,凯中精密,电力设备
002824.SZ,和胜股份,有色金属
002825.SZ,纳尔股份,基础化工
002826.SZ,易明医药,医药生物
002827.SZ,高争民爆,基础化工
002828.SZ,贝肯能源,石油石化
002829.SZ,星网宇达,国防军工
002830.SZ,名雕股份,建筑装饰
002831.SZ,裕同科技,轻工制造
002832.SZ,比音勒芬,纺织服饰
002833.SZ,弘亚数控,机械设备
002835.SZ,同为股份,计算机
002836.SZ,新宏泽,轻工制造
002837.SZ,英维克,机械设备
002838.SZ,道恩股份,基础化工
002839.SZ,张家港行,银行
002840.SZ,华统股份,食品饮料
002841.SZ,视源股份,电子
002842.SZ,翔鹭钨业,有色金属
002843.SZ,泰嘉股份,机械设备
002845.SZ,同兴达,电子
002846.SZ,英联股份,轻工制造
002847.SZ,盐津铺子,食品饮料
002848.SZ,高斯贝尔,家用电器
002849.SZ,威星智能,机械设备
002850.SZ,科达利,电力设备
002851.SZ,麦格米特,电力设备
002852.SZ,道道全,农林牧渔
002853.SZ,皮阿诺,轻工制造
002855.SZ,捷荣技术,电子
002856.SZ,*ST美芝,建筑装饰
002857.SZ,三晖电气,电力设备
002858.SZ,力盛体育,社会服务
002859.SZ,洁美科技,电子
002860.SZ,星帅尔,家用电器
002861.SZ,瀛通通讯,电子
002862.SZ,实丰文化,轻工制造
002863.SZ,今飞凯达,汽车
002864.SZ,盘龙药业,医药生物
002865.SZ,钧达股份,电力设备
002866.SZ,传艺科技,电子
002867.SZ,周大生,纺织服饰
002868.SZ,绿康生化,农林牧渔
002869.SZ,金溢科技,计算机
002870.SZ,香山股份,汽车
002871.SZ,伟隆股份,机械设备
002872.SZ,ST天圣,医药生物
002873.SZ,新天药业,医药生物
002875.SZ,安奈儿,纺织服饰
002876.SZ,三利谱,电子
002877.SZ,智能自控,机械设备
002878.SZ,元隆雅图,传媒
002879.SZ,长缆科技,电力设备
002880.SZ,卫光生物,医药生物
002881.SZ,美格智能,通信
002882.SZ,金龙羽,电力设备
002883.SZ,*ST中设,建筑装饰
002884.SZ,凌霄泵业,机械设备
002885.SZ,京泉华,电子
002886.SZ,沃特股份,基础化工
002887.SZ,绿茵生态,环保
002888.SZ,惠威科技,电子
002889.SZ,东方嘉盛,交通运输
002890.SZ,弘宇股份,机械设备
002891.SZ,中宠股份,农林牧渔
002892.SZ,科力尔,电力设备
002893.SZ,京能热力,公用事业
002895.SZ,川恒股份,基础化工
002896.SZ,中大力德,机械设备
002897.SZ,意华股份,通信
002898.SZ,赛隆退(退市),计算机
002899.SZ,英派斯,轻工制造
002900.SZ,哈三联,医药生物
002901.SZ,大博医疗,医药生物
002902.SZ,铭普光磁,通信
002903.SZ,宇环数控,机械设备
002905.SZ,金逸影视,传媒
002906.SZ,华阳集团,汽车
002907.SZ,华森制药,医药生物
002908.SZ,德生科技,计算机
002909.SZ,集泰股份,基础化工
002910.SZ,庄园牧场,食品饮料
002911.SZ,佛燃能源,公用事业
002912.SZ,中新赛克,计算机
002913.SZ,奥士康,电子
002915.SZ,中欣氟材,基础化工
002916.SZ,深南电路,电子
002917.SZ,金奥博,基础化工
002918.SZ,蒙娜丽莎,轻工制造
002919.SZ,名臣健康,传媒
002920.SZ,德赛西威,计算机
002921.SZ,联诚精密,汽车
002922.SZ,伊戈尔,电子
002923.SZ,润都股份,医药生物
002925.SZ,盈趣科技,电子
002926.SZ,华西证券,非银金融
002927.SZ,泰永长征,电力设备
002928.SZ,华夏航空,交通运输
002929.SZ,润建股份,通信
002930.SZ,宏川智慧,交通运输
002931.SZ,锋龙股份,机械设备
002932.SZ,*ST明德,医药生物
002933.SZ,新兴装备,国防军工
002935.SZ,天奥电子,国防军工
002936.SZ,郑州银行,银行
002937.SZ,兴瑞科技,汽车
002938.SZ,鹏鼎控股,电子
002939.SZ,长城证券,非银金融
002940.SZ,昂利康,医药生物
002941.SZ,新疆交建,建筑装饰
002942.SZ,新农股份,基础化工
002943.SZ,宇晶股份,机械设备
002945.SZ,华林证券,非银金融
002946.SZ,新乳业,食品饮料
002947.SZ,恒铭达,电子
002948.SZ,青岛银行,银行
002949.SZ,华阳国际,建筑装饰
002950.SZ,奥美医疗,医药生物
002951.SZ,金时科技,电力设备
002952.SZ,亚世光电,电子
002953.SZ,日丰股份,电力设备
002955.SZ,鸿合科技,电子
002956.SZ,西麦食品,食品饮料
002957.SZ,科瑞技术,机械设备
002958.SZ,青农商行,银行
002959.SZ,小熊电器,家用电器
002960.SZ,青鸟智控,机械设备
002961.SZ,瑞达期货,非银金融
002962.SZ,五方光电,电子
002963.SZ,豪尔赛,建筑装饰
002965.SZ,祥鑫科技,汽车
002966.SZ,苏州银行,银行
002967.SZ,广电计量,社会服务
002968.SZ,新大正,房地产
002969.SZ,嘉美包装,轻工制造
002970.SZ,锐明技术,计算机
002971.SZ,和远气体,基础化工
002972.SZ,科安达,机械设备
002973.SZ,侨银股份,环保
002975.SZ,博杰股份,机械设备
002976.SZ,瑞玛精密,汽车
002977.SZ,*ST天箭,国防军工
002978.SZ,安宁股份,有色金属
002979.SZ,雷赛智能,机械设备
002980.SZ,华盛昌,电力设备
002981.SZ,朝阳科技,电子
002982.SZ,湘佳股份,农林牧渔
002983.SZ,芯瑞达,电子
002984.SZ,森麒麟,汽车
002985.SZ,北摩高科,国防军工
002986.SZ,宇新股份,石油石化
002987.SZ,京北方,计算机
002988.SZ,豪美新材,有色金属
002989.SZ,中天精装,建筑装饰
002990.SZ,盛视科技,计算机
002991.SZ,甘源食品,食品饮料
002992.SZ,宝明科技,电子
002993.SZ,奥海科技,电子
002995.SZ,天地在线,传媒
002996.SZ,顺博合金,有色金属
002997.SZ,瑞鹄模具,汽车
002998.SZ,优彩资源,基础化工
002999.SZ,天禾股份,基础化工
003000.SZ,劲仔食品,食品饮料
003001.SZ,中岩大地,建筑装饰
003002.SZ,壶化股份,基础化工
003003.SZ,天元股份,轻工制造
003004.SZ,声迅股份,计算机
003005.SZ,竞业达,计算机
003006.SZ,百亚股份,美容护理
003007.SZ,直真科技,计算机
003008.SZ,开普检测,社会服务
003009.SZ,中天火箭,国防军工
003010.SZ,若羽臣,商贸零售
003011.SZ,海象新材,轻工制造
003012.SZ,东鹏控股,轻工制造
003013.SZ,地铁设计,建筑装饰
003015.SZ,日久光电,电子
003016.SZ,欣贺股份,纺织服饰
003017.SZ,大洋生物,基础化工
003018.SZ,金富科技,轻工制造
003019.SZ,宸展光电,电子
003020.SZ,立方制药,医药生物
003021.SZ,兆威机电,电力设备
003022.SZ,联泓新科,电力设备
003023.SZ,彩虹集团,家用电器
003025.SZ,思进智能,机械设备
003026.SZ,中晶科技,电子
003027.SZ,同兴科技,环保
003028.SZ,振邦智能,家用电器
003029.SZ,吉大正元,计算机
003030.SZ,祖名股份,农林牧渔
003031.SZ,中瓷电子,通信
003032.SZ,传智教育,社会服务
003033.SZ,征和工业,汽车
003035.SZ,南网能源,公用事业
003036.SZ,泰坦股份,机械设备
003037.SZ,三和管桩,建筑材料
003038.SZ,鑫铂股份,有色金属
003039.SZ,顺控发展,环保
003040.SZ,楚天龙,通信
003041.SZ,真爱美家,纺织服饰
003042.SZ,中农联合,基础化工
003043.SZ,华亚智能,电子
003816.SZ,中国广核,公用事业
300001.SZ,特锐德,电力设备
300002.SZ,神州泰岳,传媒
300003.SZ,乐普医疗,医药生物
300004.SZ,南风股份,机械设备
300005.SZ,探路者,纺织服饰
300006.SZ,莱美药业,医药生物
300007.SZ,汉威科技,机械设备
300008.SZ,天海防务,国防军工
300009.SZ,安科生物,医药生物
300010.SZ,ST豆神,社会服务
300011.SZ,鼎汉技术,机械设备
300012.SZ,华测检测,社会服务
300013.SZ,新宁物流,交通运输
300014.SZ,亿纬锂能,电力设备
300015.SZ,爱尔眼科,医药生物
300016.SZ,北陆药业,医药生物
300017.SZ,网宿科技,计算机
300018.SZ,中元股份,电力设备
300019.SZ,硅宝科技,基础化工
300020.SZ,ST银江,计算机
300021.SZ,大禹节水,农林牧渔
300022.SZ,吉峰科技,商贸零售
300024.SZ,机器人,机械设备
300025.SZ,华星创业,通信
300026.SZ,红日药业,医药生物
300027.SZ,ST华谊,传媒
300029.SZ,天龙退(退市),建筑装饰
300030.SZ,阳普医疗,医药生物
300031.SZ,宝通科技,传媒
300032.SZ,金龙机电,电子
300033.SZ,同花顺,计算机
300034.SZ,钢研高纳,国防军工
300035.SZ,中科电气,电力设备
300036.SZ,超图软件,计算机
300037.SZ,新宙邦,电力设备
300039.SZ,上海凯宝,医药生物
300040.SZ,九洲集团,公用事业
300041.SZ,回天新材,基础化工
300042.SZ,朗科科技,计算机
300043.SZ,星辉娱乐,传媒
300044.SZ,*ST赛为,计算机
300045.SZ,华力创通,国防军工
300046.SZ,台基股份,电子
300047.SZ,天源迪科,计算机
300048.SZ,合康新能,机械设备
300049.SZ,福瑞医科,医药生物
300050.SZ,世纪鼎利,社会服务
300051.SZ,琏升科技,电力设备
300052.SZ,中青宝,传媒
300053.SZ,航宇微,电子
300054.SZ,鼎龙股份,电子
300055.SZ,万邦达,石油石化
300056.SZ,中创环保,环保
300057.SZ,万顺新材,有色金属
300058.SZ,蓝色光标,传媒
300059.SZ,东方财富,非银金融
300061.SZ,旗天科技,传媒
300062.SZ,中能电气,电力设备
300063.SZ,天龙集团,传媒
300065.SZ,海兰信,国防军工
300066.SZ,三川智慧,机械设备
300067.SZ,安诺其,基础化工
300068.SZ,ST南都,电力设备
