code_gildata,name,wind_sw_l1
300921.SZ,南凌科技,通信
300922.SZ,天秦装备,国防军工
300923.SZ,研奥股份,机械设备
300925.SZ,法本信息,计算机
300926.SZ,博俊科技,汽车
300927.SZ,江天化学,基础化工
300928.SZ,华安鑫创,汽车
300929.SZ,华骐环保,环保
300930.SZ,屹通新材,有色金属
300931.SZ,通用电梯,机械设备
300932.SZ,三友联众,电力设备
300933.SZ,中辰股份,电力设备
300935.SZ,盈建科,计算机
300936.SZ,中英科技,电子
300937.SZ,药易购,医药生物
300938.SZ,信测标准,社会服务
300939.SZ,秋田微,电子
300940.SZ,南极光,电子
300941.SZ,创识科技,计算机
300942.SZ,易瑞生物,医药生物
300943.SZ,春晖智控,机械设备
300945.SZ,曼卡龙,纺织服饰
300946.SZ,恒而达,机械设备
300947.SZ,德必集团,商贸零售
300948.SZ,冠中生态,建筑装饰
300949.SZ,奥雅股份,建筑装饰
300950.SZ,德固特,机械设备
300951.SZ,博硕科技,电子
300952.SZ,恒辉安防,纺织服饰
300953.SZ,震裕科技,电力设备
300955.SZ,嘉亨家化,美容护理
300956.SZ,英力股份,电子
300957.SZ,贝泰妮,美容护理
300958.SZ,建工修复,环保
300959.SZ,线上线下,通信
300960.SZ,通业科技,机械设备
300961.SZ,深水海纳,环保
300962.SZ,中金辐照,社会服务
300963.SZ,中洲特材,有色金属
300964.SZ,本川智能,电子
300965.SZ,恒宇信通,国防军工
300966.SZ,共同药业,医药生物
300967.SZ,晓鸣股份,农林牧渔
300968.SZ,格林精密,电子
300969.SZ,恒帅股份,汽车
300970.SZ,华绿生物,农林牧渔
300971.SZ,博亚精工,机械设备
300972.SZ,万辰集团,商贸零售
300973.SZ,立高食品,食品饮料
300975.SZ,商络电子,电子
300976.SZ,达瑞电子,电子
300977.SZ,深圳瑞捷,建筑装饰
300978.SZ,东箭科技,汽车
300979.SZ,华利集团,纺织服饰
300980.SZ,祥源新材,基础化工
300981.SZ,中红医疗,医药生物
300982.SZ,苏文电能,建筑装饰
300983.SZ,尤安设计,建筑装饰
300984.SZ,金沃股份,机械设备
300985.SZ,致远新能,机械设备
300986.SZ,志特新材,建筑装饰
300987.SZ,川网传媒,传媒
300988.SZ,津荣天宇,机械设备
300989.SZ,蕾奥规划,建筑装饰
300990.SZ,同飞股份,机械设备
300991.SZ,创益通,电子
300992.SZ,泰福泵业,机械设备
300993.SZ,玉马科技,轻工制造
300994.SZ,久祺股份,汽车
300995.SZ,奇德新材,基础化工
300996.SZ,普联软件,计算机
300997.SZ,欢乐家,食品饮料
300998.SZ,宁波方正,汽车
300999.SZ,金龙鱼,农林牧渔
301000.SZ,肇民科技,汽车
301001.SZ,凯淳股份,商贸零售
301002.SZ,崧盛股份,电力设备
301003.SZ,江苏博云,基础化工
301004.SZ,嘉益股份,轻工制造
301005.SZ,超捷股份,汽车
301006.SZ,迈拓股份,机械设备
301007.SZ,德迈仕,汽车
301008.SZ,宏昌科技,家用电器
301009.SZ,可靠股份,美容护理
301010.SZ,晶雪节能,建筑材料
301011.SZ,华立科技,轻工制造
301012.SZ,扬电科技,电力设备
301013.SZ,利和兴,机械设备
301015.SZ,百洋医药,医药生物
301016.SZ,雷尔伟,机械设备
301017.SZ,漱玉平民,医药生物
301018.SZ,申菱环境,机械设备
301019.SZ,宁波色母,基础化工
301020.SZ,密封科技,汽车
301021.SZ,英诺激光,机械设备
301022.SZ,海泰科,汽车
301023.SZ,奕帆传动,电力设备
301024.SZ,霍普股份,建筑装饰
301025.SZ,读客文化,传媒
301026.SZ,浩通科技,有色金属
301027.SZ,华蓝集团,建筑装饰
301028.SZ,鼎熔岩,机械设备
301029.SZ,怡合达,机械设备
301030.SZ,*ST仕净,电力设备
301031.SZ,中熔电气,电子
301032.SZ,新柴股份,机械设备
301033.SZ,迈普医学,医药生物
301035.SZ,润丰股份,基础化工
301036.SZ,双乐股份,基础化工
301037.SZ,保立佳,基础化工
301038.SZ,深水规院,建筑装饰
301039.SZ,中集车辆,汽车
301040.SZ,中环海陆,电力设备
301041.SZ,金百泽,电子
301042.SZ,安联锐视,计算机
301043.SZ,绿岛风,机械设备
301045.SZ,天禄科技,电子
301046.SZ,能辉科技,建筑装饰
301047.SZ,义翘神州,医药生物
301048.SZ,金鹰重工,机械设备
301049.SZ,超越科技,环保
301050.SZ,雷电微力,国防军工
301051.SZ,信濠光电,电子
301052.SZ,果麦文化,传媒
301053.SZ,远信工业,机械设备
301055.SZ,张小泉,轻工制造
301056.SZ,森赫股份,机械设备
301057.SZ,汇隆新材,基础化工
301058.SZ,中粮科工,建筑装饰
301059.SZ,金三江,基础化工
301060.SZ,兰卫医学,医药生物
301061.SZ,匠心家居,轻工制造
301062.SZ,上海艾录,轻工制造
301063.SZ,海锅股份,机械设备
301065.SZ,本立科技,医药生物
301066.SZ,万事利,纺织服饰
301067.SZ,显盈科技,电子
301068.SZ,大地海洋,环保
301069.SZ,凯盛新材,基础化工
301070.SZ,开勒股份,机械设备
301071.SZ,力量钻石,基础化工
301072.SZ,中捷精工,汽车
301073.SZ,君亭酒店,社会服务
301075.SZ,多瑞医药,医药生物
301076.SZ,新瀚新材,基础化工
301077.SZ,星华新材,基础化工
301078.SZ,孩子王,商贸零售
301079.SZ,邵阳液压,机械设备
301080.SZ,百普赛斯,医药生物
301081.SZ,严牌股份,环保
301082.SZ,久盛电气,电力设备
301083.SZ,百胜智能,机械设备
301085.SZ,亚康股份,计算机
301086.SZ,鸿富瀚,电子
301087.SZ,可孚医疗,医药生物
301088.SZ,戎美股份,纺织服饰
301089.SZ,拓新药业,医药生物
301090.SZ,华润材料,基础化工
301091.SZ,深城交,建筑装饰
301092.SZ,争光股份,基础化工
301093.SZ,华兰股份,医药生物
301095.SZ,广立微,计算机
301096.SZ,百诚医药,医药生物
301097.SZ,天益医疗,医药生物
301098.SZ,金埔园林,建筑装饰
301099.SZ,雅创电子,电子
301100.SZ,风光股份,基础化工
301101.SZ,明月镜片,轻工制造
301102.SZ,兆讯传媒,传媒
301103.SZ,何氏眼科,医药生物
301105.SZ,鸿铭股份,机械设备
301106.SZ,骏成科技,电子
301107.SZ,瑜欣电子,机械设备
301108.SZ,洁雅股份,美容护理
301109.SZ,军信股份,环保
301110.SZ,青木科技,商贸零售
301111.SZ,粤万年青,医药生物
301112.SZ,信邦智能,机械设备
301113.SZ,雅艺科技,轻工制造
301115.SZ,联检科技,社会服务
301116.SZ,益客食品,农林牧渔
301117.SZ,ST佳缘,计算机
301118.SZ,恒光股份,基础化工
301119.SZ,正强股份,汽车
301120.SZ,新特电气,电力设备
301121.SZ,紫建电子,电力设备
301122.SZ,采纳股份,医药生物
301123.SZ,奕东电子,电子
301125.SZ,腾亚精工,机械设备
301126.SZ,达嘉维康,医药生物
301127.SZ,武汉天源,环保
301128.SZ,强瑞技术,机械设备
301129.SZ,瑞纳智能,机械设备
301130.SZ,西点药业,医药生物
301131.SZ,聚赛龙,基础化工
301132.SZ,满坤科技,电子
301133.SZ,金钟股份,汽车
301135.SZ,瑞德智能,家用电器
301136.SZ,招标股份,建筑装饰
301137.SZ,哈焊华通,机械设备
301138.SZ,华研精机,机械设备
301139.SZ,*ST元道,通信
301141.SZ,中科磁业,有色金属
301148.SZ,嘉戎技术,环保
301149.SZ,隆华新材,基础化工
301150.SZ,中一科技,电力设备
301151.SZ,冠龙节能,机械设备
301152.SZ,天力锂能,电力设备
301153.SZ,中科江南,计算机
301155.SZ,海力风电,电力设备
301156.SZ,美农生物,基础化工
301157.SZ,华塑科技,电力设备
301158.SZ,德石股份,机械设备
301159.SZ,三维天地,计算机
301160.SZ,翔楼新材,机械设备
301161.SZ,唯万密封,机械设备
301162.SZ,国能日新,计算机
301163.SZ,宏德股份,电力设备
301165.SZ,锐捷网络,通信
301166.SZ,优宁维,医药生物
301167.SZ,建研设计,建筑装饰
301168.SZ,通灵股份,电力设备
301169.SZ,零点有数,社会服务
301170.SZ,锡南科技,汽车
301171.SZ,易点天下,传媒
301172.SZ,君逸数码,计算机
301173.SZ,毓恬冠佳,汽车
301175.SZ,中科环保,环保
301176.SZ,逸豪新材,电子
301177.SZ,迪阿股份,纺织服饰
301178.SZ,天亿马,计算机
301179.SZ,泽宇智能,电力设备
301180.SZ,万祥科技,电子
301181.SZ,标榜股份,汽车
301182.SZ,凯旺科技,计算机
301183.SZ,东田微,电子
301185.SZ,鸥玛软件,计算机
301186.SZ,超达装备,汽车
301187.SZ,欧圣电气,家用电器
301188.SZ,力诺药包,医药生物
301189.SZ,奥尼电子,电子
301190.SZ,善水科技,基础化工
301191.SZ,菲菱科思,通信
301192.SZ,泰祥股份,汽车
301193.SZ,家联科技,轻工制造
301195.SZ,北路智控,计算机
301196.SZ,唯科科技,基础化工
301197.SZ,工大科雅,机械设备
301198.SZ,喜悦智行,轻工制造
301199.SZ,迈赫股份,机械设备
301200.SZ,大族数控,机械设备
301201.SZ,诚达药业,医药生物
301202.SZ,朗威股份,通信
301203.SZ,国泰环保,环保
301205.SZ,联特科技,通信
301206.SZ,三元生物,基础化工
301207.SZ,华兰疫苗,医药生物
301208.SZ,中亦科技,计算机
301209.SZ,联合化学,基础化工
301210.SZ,金杨精密,电力设备
301211.SZ,亨迪药业,医药生物
301212.SZ,联盛化学,基础化工
301213.SZ,观想科技,国防军工
301215.SZ,中汽股份,汽车
301216.SZ,万凯新材,基础化工
301217.SZ,铜冠铜箔,电力设备
301218.SZ,华是科技,计算机
301219.SZ,腾远钴业,有色金属
301220.SZ,亚香股份,基础化工
301221.SZ,光庭信息,汽车
301222.SZ,浙江恒威,电力设备
301223.SZ,中荣股份,轻工制造
301225.SZ,恒勃股份,汽车
301226.SZ,祥明智能,电力设备
301227.SZ,森鹰窗业,轻工制造
301228.SZ,实朴检测,社会服务
301229.SZ,纽泰格,汽车
301230.SZ,泓博医药,医药生物
301231.SZ,荣信文化,传媒
301232.SZ,飞沃科技,电力设备
301233.SZ,盛帮股份,汽车
301234.SZ,五洲医疗,医药生物
301235.SZ,华康洁净,医药生物
301236.SZ,软通动力,计算机
301237.SZ,和顺科技,基础化工
301238.SZ,瑞泰新材,电力设备
301239.SZ,普瑞眼科,医药生物
301246.SZ,宏源药业,医药生物
301248.SZ,杰创智能,计算机
301251.SZ,威尔高,电子
301252.SZ,同星科技,家用电器
301255.SZ,通力科技,机械设备
301256.SZ,华融化学,基础化工
301257.SZ,普蕊斯,医药生物
301258.SZ,富士莱,医药生物
301259.SZ,艾布鲁,环保
301260.SZ,格力博,机械设备
301261.SZ,恒工精密,机械设备
301262.SZ,海看股份,传媒
301263.SZ,泰恩康,医药生物
301265.SZ,华新科技,环保
301266.SZ,宇邦新材,电力设备
301267.SZ,华厦眼科,医药生物
301268.SZ,铭利达,机械设备
301269.SZ,华大九天,计算机
301270.SZ,汉仪股份,计算机
301272.SZ,英华特,机械设备
301273.SZ,瑞晨环保,机械设备
301275.SZ,汉朔科技,电子
301276.SZ,嘉曼服饰,纺织服饰
301277.SZ,新天地,医药生物
301278.SZ,快可电子,电力设备
301279.SZ,金道科技,机械设备
301280.SZ,珠城科技,家用电器
301281.SZ,科源制药,医药生物
301282.SZ,金禄电子,电子
301283.SZ,聚胶股份,基础化工
301285.SZ,鸿日达,电子
301286.SZ,侨源股份,基础化工
301287.SZ,康力源,轻工制造
301288.SZ,清研环境,环保
301289.SZ,国缆检测,社会服务
301290.SZ,东星医疗,医药生物
301291.SZ,明阳电气,电力设备
301292.SZ,海科新源,电力设备
301293.SZ,三博脑科,医药生物
301295.SZ,美硕科技,电力设备
301296.SZ,新巨丰,轻工制造
301297.SZ,富乐德,电子
301298.SZ,东利机械,汽车
301299.SZ,卓创资讯,传媒
301300.SZ,远翔新材,基础化工
301301.SZ,川宁生物,医药生物
301302.SZ,华如科技,国防军工
301303.SZ,真兰仪表,机械设备
301305.SZ,朗坤科技,环保
301306.SZ,西测测试,国防军工
301307.SZ,美利信,机械设备
301308.SZ,江波龙,电子
301309.SZ,万得凯,机械设备
301310.SZ,鑫宏业,汽车
301311.SZ,昆船智能,机械设备
301312.SZ,智立方,机械设备
301313.SZ,凡拓数创,传媒
301314.SZ,科瑞思,通信
301315.SZ,威士顿,计算机
301316.SZ,慧博云通,计算机
301317.SZ,鑫磊股份,机械设备
301318.SZ,维海德,计算机
301319.SZ,唯特偶,电子
301320.SZ,豪江智能,机械设备
301321.SZ,翰博高新,电子
301322.SZ,绿通科技,汽车
301323.SZ,新莱福,有色金属
301325.SZ,曼恩斯特,电力设备
301326.SZ,捷邦科技,电子
301327.SZ,华宝新能,电力设备
301328.SZ,维峰电子,电子
301329.SZ,信音电子,电子
301330.SZ,熵基科技,计算机
301331.SZ,恩威医药,医药生物
301332.SZ,德尔玛,家用电器
301333.SZ,诺思格,医药生物
301335.SZ,天元宠物,轻工制造
301336.SZ,趣睡科技,轻工制造
301337.SZ,亚华电子,计算机
301338.SZ,凯格精机,机械设备
301339.SZ,通行宝,计算机
301345.SZ,涛涛车业,汽车
301348.SZ,蓝箭电子,电子
301349.SZ,信德新材,电力设备
301353.SZ,普莱得,机械设备
301355.SZ,南王科技,轻工制造
301356.SZ,天振股份,轻工制造
301357.SZ,北方长龙,国防军工
301358.SZ,湖南裕能,电力设备
301359.SZ,东南电子,电子
301360.SZ,荣旗科技,机械设备
301361.SZ,众智科技,电力设备
301362.SZ,民爆光电,家用电器
301363.SZ,美好医疗,医药生物
301365.SZ,矩阵股份,建筑装饰
301366.SZ,一博科技,电子
301367.SZ,瑞迈特,医药生物
301368.SZ,丰立智能,机械设备
301369.SZ,联动科技,电子
301370.SZ,国科恒泰,医药生物
301371.SZ,敷尔佳,美容护理
301372.SZ,科净源,环保
301373.SZ,凌玮科技,基础化工
301376.SZ,致欧科技,轻工制造
301377.SZ,鼎泰高科,机械设备
301378.SZ,通达海,计算机
301379.SZ,天山电子,电子
301380.SZ,挖金客,通信
301381.SZ,赛维时代,商贸零售
301382.SZ,蜂助手,通信
301383.SZ,天键股份,电子
301386.SZ,未来电器,电力设备
301387.SZ,光大同创,电子
301388.SZ,欣灵电气,电力设备
301389.SZ,隆扬电子,电子
301390.SZ,经纬股份,建筑装饰
301391.SZ,卡莱特,计算机
301392.SZ,汇成真空,机械设备
301393.SZ,昊帆生物,医药生物
301395.SZ,仁信新材,基础化工
301396.SZ,宏景科技,计算机
301397.SZ,溯联股份,汽车
301398.SZ,星源卓镁,汽车
301399.SZ,英特科技,机械设备
301408.SZ,华人健康,医药生物
301413.SZ,安培龙,机械设备
301418.SZ,协昌科技,机械设备
301419.SZ,阿莱德,通信
301421.SZ,波长光电,电子
301428.SZ,世纪恒通,通信
301429.SZ,森泰股份,建筑材料
301439.SZ,泓淋电力,电力设备
301446.SZ,福事特,机械设备
301448.SZ,开创电气,机械设备
301449.SZ,天溯计量,社会服务
301456.SZ,盘古智能,电力设备
301458.SZ,钧崴电子,电子
301459.SZ,丰茂股份,基础化工
301468.SZ,博盈特焊,机械设备
301469.SZ,恒达新材,轻工制造
301479.SZ,弘景光电,电子
301486.SZ,致尚科技,电子
301487.SZ,盟固利,电力设备
301488.SZ,豪恩汽电,汽车
301489.SZ,思泉新材,电子
301491.SZ,汉桑科技,电子
301498.SZ,乖宝宠物,农林牧渔
301499.SZ,维科精密,汽车
301500.SZ,飞南资源,环保
301501.SZ,恒鑫生活,轻工制造
301502.SZ,华阳智能,电力设备
301503.SZ,智迪科技,计算机
301505.SZ,苏州规划,建筑装饰
301507.SZ,民生健康,医药生物
301508.SZ,中机认检,社会服务
301509.SZ,金凯生科,医药生物
301510.SZ,固高科技,机械设备
301511.SZ,德福科技,电力设备
301512.SZ,智信精密,机械设备
301513.SZ,尚水智能,电力设备
301515.SZ,港通医疗,医药生物
301516.SZ,中远通,电力设备
301517.SZ,陕西华达,国防军工
301518.SZ,长华化学,基础化工
301519.SZ,舜禹股份,环保
301520.SZ,万邦医药,医药生物
301522.SZ,上大股份,有色金属
301525.SZ,儒竞科技,机械设备
301526.SZ,国际复材,建筑材料
301528.SZ,多浦乐,机械设备
301529.SZ,福赛科技,汽车
301531.SZ,春光集团,有色金属
301533.SZ,威马农机,机械设备
301535.SZ,浙江华远,汽车
301536.SZ,星宸科技,电子
301538.SZ,骏鼎达,基础化工
301539.SZ,宏鑫科技,汽车
301548.SZ,崇德科技,机械设备
301550.SZ,斯菱智驱,汽车
301551.SZ,无线传媒,传媒
301552.SZ,科力装备,汽车
301555.SZ,惠柏新材,基础化工
301556.SZ,托普云农,计算机
301557.SZ,常友科技,电力设备
301558.SZ,三态股份,商贸零售
301559.SZ,中集环科,机械设备
301560.SZ,众捷股份,汽车
301563.SZ,云汉芯城,电子
301565.SZ,中仑新材,基础化工
301566.SZ,达利凯普,电子
301567.SZ,贝隆精密,电子
301568.SZ,思泰克,机械设备
301571.SZ,国科天成,国防军工
301575.SZ,艾芬达,轻工制造
301577.SZ,美信科技,通信
301578.SZ,辰奕智能,家用电器
301580.SZ,爱迪特,医药生物
301581.SZ,黄山谷捷,汽车
301583.SZ,托伦斯,电子
301584.SZ,建发致新,医药生物
301585.SZ,蓝宇股份,基础化工
301586.SZ,佳力奇,国防军工
301587.SZ,中瑞股份,电力设备
301588.SZ,美新科技,轻工制造
301589.SZ,诺瓦星云,计算机
301590.SZ,优优绿能,电力设备
301591.SZ,肯特股份,基础化工
301592.SZ,六九一二,国防军工
301595.SZ,太力科技,轻工制造
301596.SZ,瑞迪智驱,机械设备
301598.SZ,博科测试,机械设备
301599.SZ,理奇智能,电力设备
301600.SZ,慧翰股份,计算机
301601.SZ,惠通科技,机械设备
301602.SZ,超研股份,医药生物
301603.SZ,乔锋智能,机械设备
301606.SZ,绿联科技,电子
301607.SZ,富特科技,汽车
301608.SZ,博实结,计算机
301609.SZ,山大电力,电力设备
301611.SZ,珂玛科技,电子
301613.SZ,新铝时代,汽车
301616.SZ,浙江华业,机械设备
301617.SZ,博苑新材,基础化工
301618.SZ,长联科技,基础化工
301622.SZ,英思特,有色金属
301626.SZ,苏州天脉,电子
301628.SZ,强达电路,电子
301629.SZ,矽电股份,电子
301630.SZ,同宇新材,电子
301631.SZ,壹连科技,汽车
301632.SZ,广东建科,社会服务
301633.SZ,港迪技术,机械设备
301636.SZ,泽润新能,电力设备
301638.SZ,南网数字,计算机
301655.SZ,绿控传动,汽车
301656.SZ,联合动力,汽车
301658.SZ,首航新能,电力设备
301662.SZ,宏工科技,电力设备
301665.SZ,泰禾股份,基础化工
301666.SZ,大普微-UW,电子
301667.SZ,纳百川,汽车
301668.SZ,昊创瑞通,电力设备
301669.SZ,高特电子,电力设备
301677.SZ,欣兴工具,机械设备
301678.SZ,新恒汇,电子
301680.SZ,固德电材,汽车
301682.SZ,宏明电子,国防军工
301683.SZ,慧谷新材,基础化工
301687.SZ,新广益,基础化工
301688.SZ,格林生物,基础化工
301689.SZ,C电科思,机械设备
301696.SZ,三瑞智能,电力设备
301697.SZ,贝特利,电力设备
301699.SZ,C洛轴,电力设备
301707.SZ,展芯股份,国防军工
301717.SZ,超纯应材,电子
302132.SZ,中航成飞,国防军工
600000.SH,浦发银行,银行
600004.SH,白云机场,交通运输
600006.SH,东风股份,汽车
600007.SH,中国国贸,房地产
600008.SH,首创环保,环保
600009.SH,上海机场,交通运输
600010.SH,包钢股份,钢铁
600011.SH,华能国际,公用事业
600012.SH,皖通高速,交通运输
600015.SH,华夏银行,银行
600016.SH,民生银行,银行
600017.SH,日照港,交通运输
600018.SH,上港集团,交通运输
600019.SH,宝钢股份,钢铁
600020.SH,中原高速,交通运输
600021.SH,上海电力,公用事业
600022.SH,山东钢铁,钢铁
600023.SH,浙能电力,公用事业
600025.SH,华能水电,公用事业
600026.SH,中远海能,交通运输
600027.SH,华电国际,公用事业
600028.SH,中国石化,石油石化
600029.SH,南方航空,交通运输
600030.SH,中信证券,非银金融
600031.SH,三一重工,机械设备
600032.SH,浙江新能,公用事业
600033.SH,福建高速,交通运输
600035.SH,楚天高速,交通运输
600036.SH,招商银行,银行
600037.SH,歌华有线,传媒
600038.SH,中直股份,国防军工
600039.SH,四川路桥,建筑装饰
600048.SH,保利发展,房地产
600050.SH,中国联通,通信
600051.SH,宁波联合,综合
600052.SH,东望时代,公用事业
600053.SH,*ST九鼎,非银金融
600054.SH,黄山旅游,社会服务
600055.SH,万东医疗,医药生物
600056.SH,中国医药,医药生物
600057.SH,厦门象屿,交通运输
600058.SH,五矿发展,商贸零售
600059.SH,古越龙山,食品饮料
600060.SH,海信视像,家用电器
600061.SH,国投资本,非银金融
600062.SH,华润双鹤,医药生物
600063.SH,皖维高新,基础化工
600064.SH,南京高科,房地产
600066.SH,宇通客车,汽车
600067.SH,冠城新材,电力设备
600071.SH,凤凰光学,电子
600072.SH,中船科技,电力设备
600073.SH,光明肉业,食品饮料
600075.SH,新疆天业,基础化工
600076.SH,康欣新材,轻工制造
600078.SH,澄星股份,基础化工
600079.SH,ST人福,医药生物
600080.SH,ST金花,医药生物
600081.SH,东风科技,汽车
600082.SH,ST海泰,房地产
600084.SH,*ST尼雅,食品饮料
600085.SH,同仁堂,医药生物
600088.SH,中视传媒,传媒
600089.SH,特变电工,电力设备
600094.SH,大名城,房地产
600095.SH,湘财股份,非银金融
600096.SH,云天化,基础化工
600097.SH,开创国际,农林牧渔
600098.SH,广州发展,公用事业
600099.SH,林海股份,汽车
600100.SH,同方股份,计算机
600101.SH,明星电力,公用事业
600103.SH,青山纸业,轻工制造
600104.SH,上汽集团,汽车
600105.SH,永鼎股份,通信
600106.SH,重庆路桥,交通运输
600107.SH,*ST尔雅,纺织服饰
600108.SH,亚盛集团,农林牧渔
600109.SH,国金证券,非银金融
600110.SH,诺德股份,电力设备
600111.SH,北方稀土,有色金属
600113.SH,浙江东日,商贸零售
600114.SH,东睦股份,机械设备
600115.SH,中国东航,交通运输
600116.SH,三峡水利,公用事业
600117.SH,西宁特钢,钢铁
600118.SH,中国卫星,国防军工
600119.SH,*ST长投,交通运输
600120.SH,浙江东方,非银金融
600121.SH,郑州煤电,煤炭
600123.SH,兰花科创,煤炭
600125.SH,铁龙物流,交通运输
600126.SH,杭钢股份,钢铁
600127.SH,金健米业,农林牧渔
600128.SH,苏豪弘业,商贸零售
600129.SH,太极集团,医药生物
600130.SH,波导股份,电子
600131.SH,国网信通,计算机
600132.SH,重庆啤酒,食品饮料
600133.SH,东湖高新,环保
600135.SH,乐凯胶片,基础化工
600136.SH,ST明诚,房地产
600137.SH,浪莎股份,纺织服饰
600138.SH,中青旅,社会服务
600141.SH,兴发集团,基础化工
600143.SH,金发科技,基础化工
600148.SH,长春一东,汽车
600149.SH,廊坊发展,公用事业
600150.SH,中国船舶,国防军工
600151.SH,航天机电,汽车
600152.SH,维科技术,电力设备
600153.SH,建发股份,交通运输
600155.SH,华创云信,非银金融
600156.SH,华升股份,纺织服饰
600157.SH,永泰能源,公用事业
600158.SH,中体产业,社会服务
600159.SH,大龙地产,房地产
600160.SH,巨化股份,基础化工
600161.SH,天坛生物,医药生物
600162.SH,香江控股,房地产
600163.SH,中闽能源,公用事业
600165.SH,宁科生物,基础化工
600166.SH,福田汽车,汽车
600167.SH,联美控股,公用事业
600168.SH,武汉控股,环保
600169.SH,ST太重,机械设备
600170.SH,上海建工,建筑装饰
600171.SH,上海贝岭,电子
600172.SH,黄河旋风,机械设备
600173.SH,卧龙新能,房地产
600176.SH,中国巨石,建筑材料
600177.SH,雅戈尔,纺织服饰
600178.SH,东安动力,汽车
600179.SH,安通控股,交通运输
600180.SH,*ST瑞茂,交通运输
600182.SH,S佳通,汽车
600183.SH,生益科技,电子
600184.SH,光电股份,国防军工
600185.SH,珠免集团,商贸零售
600186.SH,莲花控股,食品饮料
600187.SH,*ST国中,环保
600188.SH,兖矿能源,煤炭
600189.SH,泉阳泉,食品饮料
600191.SH,华资实业,农林牧渔
600192.SH,长城电工,电力设备
600193.SH,退市创兴(退市),建筑装饰
600195.SH,中牧股份,农林牧渔
600196.SH,复星医药,医药生物
600197.SH,伊力特,食品饮料
600198.SH,大唐电信,通信
600199.SH,金种子酒,食品饮料
600200.SH,退市苏吴(退市),医药生物
600201.SH,生物股份,农林牧渔
600202.SH,哈空调,机械设备
600203.SH,福日电子,电子
600206.SH,有研新材,电子
600207.SH,安彩高科,电力设备
600208.SH,衢州发展,房地产
600210.SH,紫江企业,轻工制造
600211.SH,西藏药业,医药生物
600212.SH,绿能慧充,电力设备
600215.SH,派斯林,机械设备
600216.SH,浙江医药,医药生物
600217.SH,中再资环,环保
600218.SH,全柴动力,汽车
600219.SH,南山铝业,有色金属
600221.SH,海航控股,交通运输
600222.SH,太龙药业,医药生物
600223.SH,福瑞达,美容护理
600226.SH,亨通股份,公用事业
600227.SH,赤天化,基础化工
600228.SH,返利科技,传媒
600229.SH,城市传媒,传媒
600230.SH,沧州大化,基础化工
600231.SH,凌钢股份,钢铁
600232.SH,金鹰股份,机械设备
600233.SH,圆通速递,交通运输
600234.SH,科新发展,建筑装饰
600235.SH,民丰特纸,轻工制造
600236.SH,桂冠电力,公用事业
600237.SH,铜峰电子,电子
600238.SH,ST椰岛,食品饮料
600239.SH,ST云城,房地产
600241.SH,时代万恒,电力设备
600243.SH,*ST海华,机械设备
600246.SH,万通发展,房地产
600248.SH,陕建股份,建筑装饰
600249.SH,两面针,美容护理
600250.SH,南京商旅,社会服务
600251.SH,冠农股份,农林牧渔
600252.SH,中恒集团,医药生物
600255.SH,鑫科材料,有色金属
600256.SH,广汇能源,石油石化
600257.SH,大湖股份,农林牧渔
600258.SH,首旅酒店,社会服务
600259.SH,中稀有色,有色金属
600261.SH,阳光照明,家用电器
600262.SH,北方股份,机械设备
600265.SH,*ST景谷,农林牧渔
600266.SH,城建发展,房地产
600267.SH,海正药业,医药生物
600268.SH,国电南自,电力设备
600269.SH,赣粤高速,交通运输
600271.SH,航天信息,计算机
600272.SH,开开实业,医药生物
600273.SH,嘉化能源,基础化工
600276.SH,恒瑞医药,医药生物
600278.SH,东方创业,商贸零售
600279.SH,重庆港,交通运输
600280.SH,中央商场,商贸零售
600281.SH,华阳新材,有色金属
600282.SH,南钢股份,钢铁
600283.SH,钱江水利,环保
600284.SH,浦东建设,建筑装饰
600285.SH,羚锐制药,医药生物
600287.SH,苏豪时尚,商贸零售
600288.SH,大恒科技,计算机
600289.SH,ST信通,通信
600292.SH,电投水电,公用事业
600293.SH,三峡新材,建筑材料
600295.SH,鄂尔多斯,钢铁
600298.SH,安琪酵母,食品饮料
600299.SH,安迪苏,基础化工
600300.SH,维维股份,食品饮料
600301.SH,华锡有色,有色金属
600302.SH,ST标准,机械设备
600303.SH,曙光股份,汽车
600305.SH,恒顺醋业,食品饮料
600307.SH,酒钢宏兴,钢铁
600308.SH,华泰股份,轻工制造
600309.SH,万华化学,基础化工
600310.SH,广西能源,公用事业
600312.SH,平高电气,电力设备
600313.SH,农发种业,农林牧渔
600315.SH,上海家化,美容护理
600316.SH,洪都航空,国防军工
600318.SH,新力金融,非银金融
600319.SH,亚星化学,基础化工
600320.SH,振华重工,机械设备
600322.SH,津投城开,房地产
600323.SH,瀚蓝环境,环保
600325.SH,华发股份,房地产
600326.SH,西藏天路,建筑材料
600327.SH,大东方,商贸零售
600328.SH,中盐化工,基础化工
600329.SH,达仁堂,医药生物
600330.SH,天通股份,电子
600331.SH,宏达股份,基础化工
600332.SH,白云山,医药生物
600333.SH,长春燃气,公用事业
600335.SH,国机汽车,汽车
600336.SH,澳柯玛,家用电器
600337.SH,ST美克,轻工制造
600338.SH,西藏珠峰,有色金属
600339.SH,中油工程,石油石化
600340.SH,*ST华幸,房地产
600343.SH,航天动力,机械设备
600345.SH,长江通信,通信
600346.SH,恒力石化,石油石化
600348.SH,华阳股份,煤炭
