vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,所有属于申万医药生物行业的A股，返回证券代码和证券简称,1,智能选股,,,"智能选股工具共筛选出 560 个符合条件标的，以下列出前 500 条
|证券代码|证券简称|证券编码|涨跌幅（%）<[交易日期]:2026-09-11><[复权方式]:不复权>|所属申万行业名称<[等级]:一级>|
|600129.SH|太极集团|600129|-1.47|医药生物|
|688805.SH|健信超导|688805|-1.47|医药生物|
|688621.SH|阳光诺和|688621|-1.49|医药生物|
|002603.SZ|以岭药业|002603|-1.49|医药生物|
|002382.SZ|蓝帆医疗|002382|-1.51|医药生物|
|688189.SH|ST南新|688189|-1.52|医药生物|
|603387.SH|基蛋生物|603387|-1.52|医药生物|
|600226.SH|亨通股份|600226|-1.54|公用事业|
|600530.SH|ST交昂|600530|-1.55|食品饮料|
|688799.SH|华纳药厂|688799|-1.56|医药生物|
|605116.SH|奥锐特|605116|-1.56|医药生物|
|002022.SZ|科华生物|002022|-1.57|医药生物|
|300341.SZ|麦克奥迪|300341|-1.58|医药生物|
|000931.SZ|中关村|000931|-1.58|医药生物|
|002432.SZ|九安医疗|002432|-1.59|医药生物|
|688289.SH|圣湘生物|688289|-1.61|医药生物|
|600211.SH|西藏药业|600211|-1.61|医药生物|
|002728.SZ|特一药业|002728|-1.62|医药生物|
|000915.SZ|华特达因|000915|-1.63|医药生物|
|600351.SH|亚宝药业|600351|-1.63|医药生物|
|600993.SH|马应龙|600993|-1.64|医药生物|
|300529.SZ|健帆生物|300529|-1.64|医药生物|
|600867.SH|通化东宝|600867|-1.65|医药生物|
|300406.SZ|九强生物|300406|-1.66|医药生物|
|688180.SH|君实生物|688180|-1.67|医药生物|
|301267.SZ|华厦眼科|301267|-1.68|医药生物|
|688796.SH|百奥赛图|688796|-1.71|医药生物|
|002727.SZ|一心堂|002727|-1.71|医药生物|
|688389.SH|普门科技|688389|-1.72|医药生物|
|300358.SZ|楚天科技|300358|-1.72|医药生物|
|002038.SZ|双鹭药业|002038|-1.74|医药生物|
|600216.SH|浙江医药|600216|-1.75|医药生物|
|688767.SH|博拓生物|688767|-1.75|医药生物|
|688687.SH|凯因科技|688687|-1.75|医药生物|
|688710.SH|益诺思|688710|-1.76|医药生物|
|688085.SH|三友医疗|688085|-1.76|医药生物|
|300519.SZ|新光药业|300519|-1.77|医药生物|
|300049.SZ|福瑞医科|300049|-1.77|医药生物|
|600252.SH|中恒集团|600252|-1.78|医药生物|
|300760.SZ|迈瑞医疗|300760|-1.79|医药生物|
|000028.SZ|国药一致|000028|-1.79|医药生物|
|688198.SH|佰仁医疗|688198|-1.79|医药生物|
|300314.SZ|戴维医疗|300314|-1.8|医药生物|
|300194.SZ|福安药业|300194|-1.8|医药生物|
|300146.SZ|汤臣倍健|300146|-1.8|食品饮料|
|000952.SZ|广济药业|000952|-1.83|医药生物|
|688266.SH|泽璟制药|688266|-1.83|医药生物|
|002950.SZ|奥美医疗|002950|-1.83|医药生物|
|600587.SH|新华医疗|600587|-1.84|医药生物|
|300573.SZ|兴齐眼药|300573|-1.84|医药生物|
|300009.SZ|安科生物|300009|-1.84|医药生物|
|300244.SZ|迪安诊断|300244|-1.85|医药生物|
|300233.SZ|金城医药|300233|-1.86|医药生物|
|002219.SZ|新里程|002219|-1.86|医药生物|
|300347.SZ|泰格医药|300347|-1.88|医药生物|
|002262.SZ|恩华药业|002262|-1.88|医药生物|
|600713.SH|南京医药|600713|-1.89|医药生物|
|688580.SH|伟思医疗|688580|-1.89|医药生物|
|000950.SZ|重药控股|000950|-1.89|医药生物|
|688117.SH|圣诺生物|688117|-1.89|医药生物|
|688176.SH|亚虹医药|688176|-1.89|医药生物|
|300289.SZ|利德曼|300289|-1.9|医药生物|
|300639.SZ|凯普生物|300639|-1.91|医药生物|
|301580.SZ|爱迪特|301580|-1.91|医药生物|
|002622.SZ|皓宸医疗|002622|-1.92|医药生物|
|301333.SZ|诺思格|301333|-1.92|医药生物|
|300206.SZ|理邦仪器|300206|-1.93|医药生物|
|301166.SZ|优宁维|301166|-1.93|医药生物|
|300298.SZ|三诺生物|300298|-1.94|医药生物|
|000989.SZ|九芝堂|000989|-1.95|医药生物|
|300111.SZ|向日葵|300111|-1.95|医药生物|
|002793.SZ|罗欣药业|002793|-1.96|医药生物|
|600664.SH|哈药股份|600664|-1.96|医药生物|
|002524.SZ|光正眼科|002524|-1.96|医药生物|
|002614.SZ|奥佳华|002614|-1.96|家用电器|
|688505.SH|复旦张江|688505|-1.96|医药生物|
|002422.SZ|科伦药业|002422|-1.97|医药生物|
|605369.SH|拱东医疗|605369|-1.97|医药生物|
|301103.SZ|何氏眼科|301103|-1.98|医药生物|
|000710.SZ|贝瑞基因|000710|-1.98|医药生物|
|603207.SH|小方制药|603207|-1.99|医药生物|
|300723.SZ|一品红|300723|-2.01|医药生物|
|000788.SZ|北大医药|000788|-2.01|医药生物|
|600420.SH|国药现代|600420|-2.01|医药生物|
|301277.SZ|新天地|301277|-2.02|医药生物|
|603367.SH|辰欣药业|603367|-2.03|医药生物|
|300381.SZ|溢多利|300381|-2.04|医药生物|
|301211.SZ|亨迪药业|301211|-2.04|医药生物|
|300199.SZ|翰宇药业|300199|-2.06|医药生物|
|603567.SH|珍宝岛|603567|-2.06|医药生物|
|688301.SH|奕瑞科技|688301|-2.07|医药生物|
|688576.SH|西山科技|688576|-2.07|医药生物|
|000597.SZ|东北制药|000597|-2.08|医药生物|
|300016.SZ|北陆药业|300016|-2.09|医药生物|
|300841.SZ|康华生物|300841|-2.09|医药生物|
|688193.SH|仁度生物|688193|-2.09|医药生物|
|000999.SZ|华润三九|000999|-2.09|医药生物|
|688016.SH|心脉医疗|688016|-2.1|医药生物|
|603259.SH|药明康德|603259|-2.11|医药生物|
|300404.SZ|博济医药|300404|-2.11|医药生物|
|603880.SH|南卫股份|603880|-2.11|医药生物|
|603707.SH|健友股份|603707|-2.11|医药生物|
|002287.SZ|奇正藏药|002287|-2.13|医药生物|
|300026.SZ|红日药业|300026|-2.14|医药生物|
|603222.SH|济民健康|603222|-2.14|医药生物|
|688317.SH|之江生物|688317|-2.14|医药生物|
|688443.SH|智翔金泰|688443|-2.15|医药生物|
|300143.SZ|盈康生命|300143|-2.15|医药生物|
|002873.SZ|新天药业|002873|-2.15|医药生物|
|688265.SH|南模生物|688265|-2.15|医药生物|
|002198.SZ|ST嘉应|002198|-2.16|医药生物|
|002044.SZ|美年健康|002044|-2.16|医药生物|
|603590.SH|康辰药业|603590|-2.17|医药生物|
|605507.SH|国邦医药|605507|-2.18|医药生物|
|002332.SZ|仙琚制药|002332|-2.18|医药生物|
|601089.SH|福元医药|601089|-2.19|医药生物|
|603718.SH|*ST海利|603718|-2.19|医药生物|
|688314.SH|康拓医疗|688314|-2.19|医药生物|
|300942.SZ|易瑞生物|300942|-2.19|医药生物|
|688358.SH|祥生医疗|688358|-2.19|医药生物|
|300981.SZ|中红医疗|300981|-2.19|医药生物|
|300204.SZ|舒泰神|300204|-2.19|医药生物|
