vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,所有属于申万计算机行业的A股，返回证券代码和证券简称,1,智能选股,,,"智能选股工具共筛选出 389 个符合条件标的，以下列出前 389 条
|证券代码|证券简称|证券编码|涨跌幅（%）<[交易日期]:2026-09-11><[复权方式]:不复权>|所属申万行业名称<[等级]:一级>|
|000555.SZ|神州信息|000555|-1.96|计算机|
|300231.SZ|银信科技|300231|-1.98|计算机|
|300047.SZ|天源迪科|300047|-1.98|计算机|
|600476.SH|*ST湘邮|600476|-1.99|计算机|
|300730.SZ|科创信息|300730|-2.02|计算机|
|300465.SZ|高伟达|300465|-2.06|计算机|
|688369.SH|致远互联|688369|-2.06|计算机|
|300996.SZ|普联软件|300996|-2.06|计算机|
|300333.SZ|兆日科技|300333|-2.06|计算机|
|603990.SH|麦迪科技|603990|-2.09|计算机|
|300042.SZ|朗科科技|300042|-2.09|计算机|
|300462.SZ|ST华铭|300462|-2.1|计算机|
|002178.SZ|延华智能|002178|-2.11|计算机|
|002229.SZ|鸿博股份|002229|-2.11|计算机|
|300449.SZ|汉邦高科|300449|-2.13|计算机|
|002368.SZ|太极股份|002368|-2.14|计算机|
|001339.SZ|智微智能|001339|-2.16|计算机|
|300541.SZ|先进数通|300541|-2.16|计算机|
|300674.SZ|宇信科技|300674|-2.19|计算机|
|300229.SZ|拓尔思|300229|-2.22|计算机|
|600654.SH|中安科|600654|-2.22|计算机|
|300249.SZ|依米康|300249|-2.22|计算机|
|002649.SZ|博彦科技|002649|-2.25|计算机|
|300248.SZ|新开普|300248|-2.26|计算机|
|301185.SZ|鸥玛软件|301185|-2.28|计算机|
|603039.SH|泛微网络|603039|-2.28|计算机|
|002835.SZ|同为股份|002835|-2.28|计算机|
|300167.SZ|ST迪威迅|300167|-2.28|计算机|
|688227.SH|品高股份|688227|-2.29|计算机|
|688343.SH|云天励飞|688343|-2.29|计算机|
|000997.SZ|新大陆|000997|-2.29|计算机|
|300271.SZ|华宇软件|300271|-2.3|计算机|
|300551.SZ|古鳌科技|300551|-2.31|计算机|
|002180.SZ|奔图科技|002180|-2.34|计算机|
|301318.SZ|维海德|301318|-2.35|计算机|
|300150.SZ|世纪瑞尔|300150|-2.36|计算机|
|002316.SZ|亚联发展|002316|-2.37|综合|
|301172.SZ|君逸数码|301172|-2.38|计算机|
|301396.SZ|宏景科技|301396|-2.38|计算机|
|688307.SH|中润光学|688307|-2.38|电子|
|688228.SH|开普云|688228|-2.39|计算机|
|688168.SH|安博通|688168|-2.43|计算机|
|300440.SZ|运达科技|300440|-2.43|计算机|
|300288.SZ|朗玛信息|300288|-2.43|计算机|
|300226.SZ|上海钢联|300226|-2.45|计算机|
|688692.SH|达梦数据|688692|-2.46|计算机|
|301042.SZ|安联锐视|301042|-2.48|计算机|
|300532.SZ|今天国际|300532|-2.49|计算机|
|301162.SZ|国能日新|301162|-2.49|计算机|
|300253.SZ|卫宁健康|300253|-2.49|计算机|
|688579.SH|地纬智能|688579|-2.55|计算机|
|688590.SH|新致软件|688590|-2.56|计算机|
|688158.SH|优刻得|688158|-2.56|计算机|
|301248.SZ|杰创智能|301248|-2.56|计算机|
|300559.SZ|佳发教育|300559|-2.57|计算机|
|300546.SZ|雄帝科技|300546|-2.58|计算机|
|600571.SH|信雅达|600571|-2.58|计算机|
|300017.SZ|网宿科技|300017|-2.59|计算机|
|300766.SZ|每日互动|300766|-2.6|计算机|
|300451.SZ|创业慧康|300451|-2.61|计算机|
|002322.SZ|理工能科|002322|-2.64|计算机|
|002401.SZ|中远海科|002401|-2.64|计算机|
|600589.SH|大位科技|600589|-2.65|计算机|
|300384.SZ|三联虹普|300384|-2.66|建筑装饰|
|300789.SZ|唐源电气|300789|-2.67|计算机|
|688615.SH|合合信息|688615|-2.7|计算机|
|000948.SZ|南天信息|000948|-2.73|计算机|
|301208.SZ|中亦科技|301208|-2.73|计算机|
|603660.SH|苏州科达|603660|-2.74|计算机|
|300378.SZ|鼎捷数智|300378|-2.74|计算机|
|688225.SH|亚信安全|688225|-2.75|计算机|
|301503.SZ|智迪科技|301503|-2.75|计算机|
|600570.SH|恒生电子|600570|-2.76|计算机|
|301378.SZ|通达海|301378|-2.78|计算机|
|603516.SH|淳中科技|603516|-2.79|计算机|
|301269.SZ|华大九天|301269|-2.8|计算机|
|300579.SZ|数字认证|300579|-2.82|计算机|
|002380.SZ|科远智慧|002380|-2.82|计算机|
|688631.SH|莱斯信息|688631|-2.82|计算机|
|300302.SZ|同有科技|300302|-2.83|计算机|
|688051.SH|佳华科技|688051|-2.86|计算机|
|300065.SZ|海兰信|300065|-2.88|国防军工|
|300277.SZ|汽轮科技|300277|-2.88|计算机|
|300743.SZ|天地数码|300743|-2.88|计算机|
|003029.SZ|吉大正元|003029|-2.89|计算机|
|301391.SZ|卡莱特|301391|-2.9|计算机|
|002537.SZ|海联金汇|002537|-2.92|汽车|
|688038.SH|中科通达|688038|-2.92|计算机|
|688246.SH|嘉和美康|688246|-2.93|计算机|
|688118.SH|普元信息|688118|-2.94|计算机|
|300645.SZ|正元智慧|300645|-2.94|计算机|
|301153.SZ|中科江南|301153|-2.96|计算机|
|002771.SZ|真视通|002771|-3.02|计算机|
|002657.SZ|中科金财|002657|-3.04|计算机|
|300872.SZ|天阳科技|300872|-3.05|计算机|
|300010.SZ|ST豆神|300010|-3.05|社会服务|
|688023.SH|安恒信息|688023|-3.05|计算机|
|301178.SZ|天亿马|301178|-3.05|计算机|
|301316.SZ|慧博云通|301316|-3.06|计算机|
|300659.SZ|中孚信息|300659|-3.07|计算机|
|300605.SZ|恒锋信息|300605|-3.09|计算机|
|688588.SH|凌志软件|688588|-3.1|计算机|
|300678.SZ|中科信息|300678|-3.1|计算机|
|688206.SH|概伦电子|688206|-3.11|计算机|
|600800.SH|渤海化学|600800|-3.13|石油石化|
|300044.SZ|*ST赛为|300044|-3.13|计算机|
|688229.SH|博睿数据|688229|-3.15|计算机|
|688030.SH|山石网科|688030|-3.17|计算机|
|300520.SZ|科大国创|300520|-3.18|计算机|
|300624.SZ|万兴科技|300624|-3.19|计算机|
|300448.SZ|浩云科技|300448|-3.19|计算机|
|600455.SH|博通股份|600455|-3.21|计算机|
|300525.SZ|博思软件|300525|-3.28|计算机|
|300130.SZ|新国都|300130|-3.3|计算机|
|300550.SZ|和仁科技|300550|-3.3|计算机|
|300386.SZ|飞天诚信|300386|-3.3|计算机|
|688171.SH|纬德信息|688171|-3.36|计算机|
|301085.SZ|亚康股份|301085|-3.37|计算机|
|300170.SZ|汉得信息|300170|-3.37|计算机|
|600446.SH|金证股份|600446|-3.39|计算机|
|300074.SZ|华平股份|300074|-3.4|计算机|
|300542.SZ|新晨科技|300542|-3.41|计算机|
|300531.SZ|优博讯|300531|-3.42|计算机|
|688288.SH|鸿泉技术|688288|-3.42|计算机|
|301608.SZ|博实结|301608|-3.47|计算机|
|300348.SZ|长亮科技|300348|-3.52|计算机|
|688244.SH|永信至诚|688244|-3.52|计算机|
|300235.SZ|方直科技|300235|-3.53|计算机|
|688365.SH|光云科技|688365|-3.53|计算机|
|300078.SZ|思创智联|300078|-3.53|计算机|
|002177.SZ|御银股份|002177|-3.54|商贸零售|
